Id,inv_no,Date,Amount,method
PMT62007,INV-52993,2025-05-25,1378.68,CHEQUE
PMT62008,INV-52994,2025-05-22,1116.80,CARD
PMT62009,INV-52995,2026-01-17,842.77,CHEQUE
PMT62010,INV-52996,2025-07-01,1037.63,CHEQUE
PMT62011,INV-52998,2025-01-25,1192.33,CHEQUE
PMT62012,INV-52999,2025-02-05,714.72,CHEQUE
PMT62013,INV-53003,2025-09-09,647.77,CARD
PMT62014,INV-53004,2026-05-04,1162.50,CHEQUE
PMT62015,INV-53005,2025-02-26,1380.21,BACS
PMT62016,INV-53006,2026-04-26,151.89,CARD
PMT62017,INV-53007,2025-04-10,410.16,CARD
PMT62018,INV-53008,2025-12-04,930.50,CHEQUE
PMT62019,INV-53009,2025-08-13,471.82,CARD
PMT62020,INV-53010,2025-12-04,342.97,BACS
PMT62021,INV-53012,2026-03-24,471.18,CARD
PMT62022,INV-53013,2026-01-13,306.84,CHEQUE
PMT62023,INV-53014,2026-03-18,176.61,BACS
PMT62024,INV-53015,2026-03-21,1422.52,DD
PMT62025,INV-53016,2026-05-12,906.98,CHEQUE
PMT62026,INV-53017,2025-07-04,402.03,CARD
PMT62027,INV-53018,2025-11-24,1075.35,CARD
PMT62028,INV-53019,2026-03-30,147.52,CHEQUE
PMT62029,INV-53020,2026-02-23,869.41,CHEQUE
PMT62030,INV-53021,2026-05-09,1010.55,BACS
PMT62031,INV-53024,2025-02-05,658.40,CHEQUE
PMT62032,INV-53025,2026-02-26,1459.15,CHEQUE
PMT62033,INV-53026,2026-02-27,1059.43,CHEQUE
PMT62034,INV-53027,2026-05-22,82.20,CHEQUE
PMT62035,INV-53028,2026-04-05,1127.62,DD
PMT62036,INV-53029,2026-04-02,1435.29,BACS
PMT62037,INV-53030,2025-06-21,413.33,DD
PMT62038,INV-53032,2026-04-26,620.35,CARD
PMT62039,INV-53034,2025-05-28,1336.51,CARD
PMT62040,INV-53036,2025-01-22,914.77,DD
PMT62041,INV-53040,2025-07-09,707.23,CHEQUE
PMT62042,INV-53042,2025-02-04,853.91,BACS
PMT62043,INV-53045,2025-02-24,279.25,DD
PMT62044,INV-53046,2025-02-11,111.08,BACS
PMT62045,INV-53047,2025-12-11,778.78,CHEQUE
PMT62046,INV-53049,2025-04-15,290.22,DD
PMT62047,INV-53051,2026-02-21,1337.47,BACS
PMT62048,INV-53052,2025-01-08,1234.58,BACS
PMT62049,INV-53054,2026-04-06,1033.90,CARD
PMT62050,INV-53055,2025-04-21,820.21,CARD
PMT62051,INV-53056,2025-10-09,959.37,DD
PMT62052,INV-53057,2025-10-08,687.21,CARD
PMT62053,INV-53059,2025-05-26,521.58,CHEQUE
PMT62054,INV-53062,2025-06-23,539.56,CARD
PMT62055,INV-53064,2025-07-21,373.67,DD
PMT62056,INV-53067,2025-02-21,747.58,DD
PMT62057,INV-53068,2025-08-31,579.78,BACS
PMT62058,INV-53070,2026-05-18,511.59,CARD
PMT62059,INV-53071,2025-07-16,1068.84,BACS
PMT62060,INV-53074,2025-01-20,1261.32,BACS
PMT62061,INV-53075,2026-04-27,453.01,CHEQUE
PMT62062,INV-53076,2026-03-02,707.13,CHEQUE
PMT62063,INV-53077,2025-10-09,581.17,DD
PMT62064,INV-53078,2025-08-31,936.99,CHEQUE
PMT62065,INV-53079,2025-12-15,683.82,CHEQUE
PMT62066,INV-53080,2025-11-28,294.59,DD
PMT62067,INV-53081,2026-03-06,1158.33,BACS
PMT62068,INV-53082,2025-03-14,1473.01,CHEQUE
PMT62069,INV-53084,2025-06-01,1161.93,DD
PMT62070,INV-53085,2025-04-23,489.47,BACS
PMT62071,INV-53086,2025-09-24,506.15,BACS
PMT62072,INV-53091,2025-11-14,605.94,CARD
PMT62073,INV-53092,2025-12-12,76.37,BACS
PMT62074,INV-53093,2025-07-17,1229.11,CARD
PMT62075,INV-53095,2025-09-21,1141.51,CHEQUE
PMT62076,INV-53099,2026-05-28,933.68,DD
PMT62077,INV-53102,2025-07-19,668.38,CHEQUE
PMT62078,INV-53106,2025-02-23,863.97,CARD
PMT62079,INV-53109,2026-01-30,713.06,DD
PMT62080,INV-53110,2026-04-07,23.93,CHEQUE
PMT62081,INV-53111,2025-04-25,1267.66,CHEQUE
PMT62082,INV-53112,2026-05-01,243.19,CHEQUE
PMT62083,INV-53113,2025-11-30,572.50,CHEQUE
PMT62084,INV-53117,2025-06-13,893.76,DD
PMT62085,INV-53118,2025-02-26,150.55,CARD
PMT62086,INV-53119,2025-01-30,571.05,DD
PMT62087,INV-53120,2025-04-23,1121.96,CARD
PMT62088,INV-53121,2026-01-22,291.54,BACS
PMT62089,INV-53122,2026-03-13,1353.56,CHEQUE
PMT62090,INV-53123,2025-03-10,622.23,BACS
PMT62091,INV-53124,2025-01-20,669.81,CHEQUE
PMT62092,INV-53126,2025-05-13,928.60,CHEQUE
PMT62093,INV-53127,2025-12-01,1030.69,DD
PMT62094,INV-53128,2025-06-12,747.45,CHEQUE
PMT62095,INV-53129,2026-03-06,1052.17,BACS
PMT62096,INV-53130,2025-11-22,547.26,DD
PMT62097,INV-53132,2025-04-24,242.85,BACS
PMT62098,INV-53133,2025-01-19,817.16,CARD
PMT62099,INV-53134,2026-04-09,1224.41,CARD
PMT62100,INV-53135,2025-01-01,1054.32,DD
PMT62101,INV-53137,2026-03-04,671.85,DD
PMT62102,INV-53138,2025-03-25,1382.01,CARD
PMT62103,INV-53140,2025-02-15,951.69,CARD
PMT62104,INV-53141,2025-10-30,1474.18,CARD
PMT62105,INV-53142,2025-10-06,671.15,BACS
PMT62106,INV-53143,2026-01-22,475.18,CHEQUE
PMT62107,INV-53144,2025-08-02,617.58,DD
PMT62108,INV-53145,2026-03-14,1443.20,DD
PMT62109,INV-53147,2025-12-07,559.22,CHEQUE
PMT62110,INV-53149,2025-10-08,219.64,CARD
PMT62111,INV-53151,2026-05-02,1461.53,DD
PMT62112,INV-53153,2025-11-08,1486.68,DD
PMT62113,INV-53154,2025-12-05,1262.72,DD
PMT62114,INV-53155,2026-04-17,437.19,BACS
PMT62115,INV-53156,2026-02-16,856.46,DD
PMT62116,INV-53158,2025-08-19,300.91,CARD
PMT62117,INV-53159,2025-06-07,1240.22,BACS
PMT62118,INV-53161,2025-11-13,356.65,CARD
PMT62119,INV-53162,2025-07-18,611.23,CARD
PMT62120,INV-53165,2025-06-30,370.36,CARD
PMT62121,INV-53167,2026-05-04,970.02,CHEQUE
PMT62122,INV-53168,2026-04-19,97.76,BACS
PMT62123,INV-53169,2026-02-12,1176.93,CHEQUE
PMT62124,INV-53172,2026-05-17,1250.52,DD
PMT62125,INV-53173,2025-07-25,1086.01,CARD
PMT62126,INV-53176,2025-01-11,667.92,CHEQUE
PMT62127,INV-53178,2025-01-01,572.32,CHEQUE
PMT62128,INV-53180,2025-11-01,446.77,CARD
PMT62129,INV-53181,2025-07-10,135.67,CHEQUE
PMT62130,INV-53182,2025-08-19,1009.82,CHEQUE
PMT62131,INV-53183,2026-01-10,428.51,DD
PMT62132,INV-53184,2025-06-21,1213.20,BACS
PMT62133,INV-53186,2025-01-27,874.07,DD
PMT62134,INV-53188,2025-07-10,193.70,BACS
PMT62135,INV-53189,2025-04-05,392.45,CHEQUE
PMT62136,INV-53190,2025-04-08,139.66,CARD
PMT62137,INV-53192,2025-11-10,1416.01,BACS
PMT62138,INV-53194,2025-07-08,693.90,DD
PMT62139,INV-53197,2025-10-01,364.30,DD
PMT62140,INV-53199,2026-03-26,47.56,DD
PMT62141,INV-53202,2026-05-20,876.72,CHEQUE
PMT62142,INV-53204,2025-11-01,66.00,BACS
PMT62143,INV-53205,2025-12-26,1014.14,CHEQUE
PMT62144,INV-53206,2025-10-19,454.07,DD
PMT62145,INV-53207,2025-05-22,264.62,BACS
PMT62146,INV-53208,2025-11-06,726.73,DD
PMT62147,INV-53210,2025-04-30,670.64,CARD
PMT62148,INV-53213,2026-01-16,1352.90,DD
PMT62149,INV-53215,2026-02-12,257.13,BACS
PMT62150,INV-53216,2026-01-13,576.38,CHEQUE
PMT62151,INV-53217,2026-01-08,1371.79,CHEQUE
PMT62152,INV-53218,2025-05-14,370.13,DD
PMT62153,INV-53219,2025-06-28,1133.15,BACS
PMT62154,INV-53221,2025-04-16,1478.28,CHEQUE
PMT62155,INV-53222,2026-02-02,730.62,CHEQUE
PMT62156,INV-53223,2025-05-17,122.30,CARD
PMT62157,INV-53224,2025-08-29,1435.23,BACS
PMT62158,INV-53225,2025-04-15,1404.72,CARD
PMT62159,INV-53226,2025-10-21,160.51,CARD
PMT62160,INV-53228,2025-08-02,411.65,CARD
PMT62161,INV-53229,2026-01-30,1178.12,CHEQUE
PMT62162,INV-53231,2025-05-01,1262.92,CARD
PMT62163,INV-53232,2025-08-01,1021.10,CHEQUE
PMT62164,INV-53233,2025-12-07,1310.13,CHEQUE
PMT62165,INV-53234,2025-07-20,1046.21,CHEQUE
PMT62166,INV-53236,2025-11-02,1073.19,DD
PMT62167,INV-53239,2025-10-12,895.70,CARD
PMT62168,INV-53240,2025-09-27,462.80,CHEQUE
PMT62169,INV-53241,2026-01-25,409.48,CHEQUE
PMT62170,INV-53242,2025-01-05,1076.85,CARD
PMT62171,INV-53246,2026-02-26,1139.00,CHEQUE
PMT62172,INV-53248,2026-04-28,1272.52,DD
PMT62173,INV-53252,2025-12-14,1234.10,CHEQUE
PMT62174,INV-53253,2026-05-06,176.78,CARD
PMT62175,INV-53256,2025-02-26,1492.14,CHEQUE
PMT62176,INV-53257,2025-08-27,224.51,BACS
PMT62177,INV-53258,2025-06-27,638.70,BACS
PMT62178,INV-53259,2025-12-05,217.23,DD
PMT62179,INV-53262,2026-02-01,496.91,CARD
PMT62180,INV-53263,2026-02-16,389.15,CHEQUE
PMT62181,INV-53267,2026-01-02,534.72,BACS
PMT62182,INV-53268,2025-06-30,448.61,CHEQUE
PMT62183,INV-53270,2025-06-08,44.75,BACS
PMT62184,INV-53271,2025-05-27,818.80,CHEQUE
PMT62185,INV-53273,2025-03-04,562.07,DD
PMT62186,INV-53274,2026-01-04,1313.46,CHEQUE
PMT62187,INV-53275,2025-11-10,1337.62,CARD
PMT62188,INV-53278,2026-01-13,763.68,DD
PMT62189,INV-53279,2025-06-21,1425.51,BACS
PMT62190,INV-53280,2025-11-01,1228.49,CARD
PMT62191,INV-53281,2026-04-08,1024.69,CARD
PMT62192,INV-53284,2026-05-04,156.08,CARD
PMT62193,INV-53285,2026-04-27,1353.46,CHEQUE
PMT62194,INV-53286,2025-08-21,760.46,BACS
PMT62195,INV-53288,2026-03-21,270.82,CARD
PMT62196,INV-53289,2025-01-10,850.23,DD
PMT62197,INV-53290,2025-11-01,1136.79,CARD
PMT62198,INV-53291,2025-05-16,875.23,CARD
PMT62199,INV-53292,2025-02-07,800.15,DD
PMT62200,INV-53293,2026-04-22,1484.60,CHEQUE
PMT62201,INV-53294,2026-04-20,116.61,CARD
PMT62202,INV-53295,2026-03-24,1202.67,CHEQUE
PMT62203,INV-53297,2025-05-09,150.39,CARD
PMT62204,INV-53298,2025-03-25,955.39,DD
PMT62205,INV-53299,2025-08-12,1222.69,DD
PMT62206,INV-53300,2026-01-10,38.89,BACS
PMT62207,INV-53302,2026-04-26,628.37,CHEQUE
PMT62208,INV-53304,2025-01-16,558.82,DD
PMT62209,INV-53305,2025-06-13,100.76,CARD
PMT62210,INV-53306,2026-02-27,632.67,CARD
PMT62211,INV-53307,2026-02-16,214.63,CHEQUE
PMT62212,INV-53308,2025-07-18,1456.69,BACS
PMT62213,INV-53309,2026-03-27,1129.05,DD
PMT62214,INV-53311,2025-09-25,242.80,BACS
PMT62215,INV-53312,2025-09-12,31.29,CARD
PMT62216,INV-53313,2026-01-11,477.33,BACS
PMT62217,INV-53315,2025-12-25,458.12,DD
PMT62218,INV-53317,2025-09-19,894.47,CARD
PMT62219,INV-53319,2025-03-11,1369.55,BACS
PMT62220,INV-53323,2025-04-25,1227.69,DD
PMT62221,INV-53324,2025-06-15,968.98,BACS
PMT62222,INV-53326,2026-03-26,914.79,BACS
PMT62223,INV-53327,2025-08-14,482.71,CHEQUE
PMT62224,INV-53329,2026-04-23,765.35,DD
PMT62225,INV-53330,2025-02-02,910.84,CHEQUE
PMT62226,INV-53333,2025-03-13,1270.47,CHEQUE
PMT62227,INV-53336,2025-06-26,1089.39,CHEQUE
PMT62228,INV-53337,2025-08-01,608.89,DD
PMT62229,INV-53339,2025-01-03,1489.71,CHEQUE
PMT62230,INV-53340,2026-02-23,241.87,BACS
PMT62231,INV-53341,2025-06-27,1177.68,BACS
PMT62232,INV-53343,2026-04-01,1062.59,CARD
PMT62233,INV-53344,2025-05-02,617.17,DD
PMT62234,INV-53346,2026-02-23,297.25,CARD
PMT62235,INV-53347,2025-07-04,574.40,CARD
PMT62236,INV-53348,2025-09-19,334.75,CARD
PMT62237,INV-53350,2025-11-15,592.04,CARD
PMT62238,INV-53351,2026-05-25,78.53,CHEQUE
PMT62239,INV-53352,2025-08-19,1149.39,CHEQUE
PMT62240,INV-53353,2026-01-07,1301.43,CARD
PMT62241,INV-53354,2025-08-04,996.92,DD
PMT62242,INV-53359,2025-04-07,660.14,CHEQUE
PMT62243,INV-53360,2025-11-03,1086.83,CARD
PMT62244,INV-53361,2026-05-04,762.05,BACS
PMT62245,INV-53363,2025-03-26,1265.11,DD
PMT62246,INV-53364,2026-05-02,1465.35,DD
PMT62247,INV-53367,2025-04-27,1311.50,CHEQUE
PMT62248,INV-53368,2025-07-23,235.55,CARD
PMT62249,INV-53369,2026-03-11,333.41,CHEQUE
PMT62250,INV-53371,2025-05-10,517.18,BACS
PMT62251,INV-53372,2026-02-28,709.82,DD
PMT62252,INV-53373,2025-07-07,633.69,DD
PMT62253,INV-53375,2025-03-22,1098.56,BACS
PMT62254,INV-53378,2025-11-23,1142.48,CHEQUE
PMT62255,INV-53380,2026-03-28,1067.90,BACS
PMT62256,INV-53382,2025-11-30,1037.14,CHEQUE
PMT62257,INV-53389,2026-03-07,856.10,CARD
PMT62258,INV-53390,2026-04-09,1282.75,CHEQUE
PMT62259,INV-53391,2025-12-05,1192.77,BACS
PMT62260,INV-53392,2026-01-10,83.26,DD
PMT62261,INV-53394,2025-04-09,865.19,CARD
PMT62262,INV-53395,2026-05-14,1440.02,CARD
PMT62263,INV-53397,2025-12-18,1118.01,BACS
PMT62264,INV-53398,2025-10-18,515.69,BACS
PMT62265,INV-53399,2025-03-28,679.16,BACS
PMT62266,INV-53401,2025-11-01,689.50,BACS
PMT62267,INV-53402,2025-07-21,1116.63,CARD
PMT62268,INV-53405,2026-05-12,438.07,BACS
PMT62269,INV-53407,2025-11-02,353.51,DD
PMT62270,INV-53408,2025-06-30,159.31,BACS
PMT62271,INV-53410,2026-01-08,845.78,CHEQUE
PMT62272,INV-53411,2026-02-06,641.46,DD
PMT62273,INV-53414,2025-05-02,825.09,CHEQUE
PMT62274,INV-53418,2025-11-29,303.51,CHEQUE
PMT62275,INV-53419,2026-03-11,229.88,CARD
PMT62276,INV-53420,2025-08-08,1197.52,CARD
PMT62277,INV-53421,2025-11-12,1425.53,CHEQUE
PMT62278,INV-53423,2025-05-12,1111.42,CHEQUE
PMT62279,INV-53424,2025-11-08,957.89,CHEQUE
PMT62280,INV-53426,2025-09-26,787.57,DD
