Id,inv_no,Date,acct,ship_no,charge_type,Amount,ccy,tax,Status
IL900285,INV-50204,2025-12-11,P-1147,SH100264,FUEL,18.04,GBP,3.61,PAID
IL900286,INV-50204,2025-12-11,P-1147,SH100264,ACCESSORIAL,12.03,GBP,2.41,PAID
IL900287,INV-50205,2026-04-25,P-1070,SH100265,BASE,278.34,EUR,55.67,CREDITED
IL900288,INV-50205,2026-04-25,P-1070,SH100265,FUEL,28.05,EUR,5.61,CREDITED
IL900289,INV-50206,2025-08-07,P-1121,SH100266,BASE,463.78,GBP,92.76,OPEN
IL900290,INV-50206,2025-08-07,P-1121,SH100266,ACCESSORIAL,14.88,GBP,2.98,OPEN
IL900291,INV-50207,2025-04-27,P-1198,SH100267,BASE,251.69,EUR,50.34,PAID
IL900292,INV-50207,2025-04-27,P-1198,SH100267,FUEL,17.32,EUR,3.46,PAID
IL900293,INV-50208,2025-01-18,P-1215,SH100268,BASE,291.09,GBP,58.22,PAID
IL900294,INV-50209,2025-05-05,P-1096,SH100269,BASE,266.58,GBP,53.32,CREDITED
IL900295,INV-50210,2025-02-25,P-1146,SH100270,BASE,538.11,GBP,107.62,PAID
IL900296,INV-50210,2025-02-25,P-1146,SH100270,FUEL,34.61,GBP,6.92,PAID
IL900297,INV-50210,2025-02-25,P-1146,SH100270,ACCESSORIAL,25.42,GBP,5.08,PAID
IL900298,INV-50211,2025-12-16,P-1170,SH100271,BASE,289.10,GBP,57.82,PAID
IL900299,INV-50211,2025-12-16,P-1170,SH100271,ACCESSORIAL,19.65,GBP,3.93,PAID
IL900300,INV-50212,2026-04-19,P-1210,SH100272,BASE,38.03,GBP,7.61,OPEN
IL900301,INV-50213,2026-03-12,P-1146,SH100273,BASE,136.47,GBP,27.29,PAID
IL900302,INV-50214,2025-12-24,P-1225,SH100274,BASE,283.70,GBP,56.74,PAID
IL900303,INV-50214,2025-12-24,P-1225,SH100274,FUEL,23.26,GBP,4.65,PAID
IL900304,INV-50215,2025-02-26,P-1186,SH100275,BASE,441.31,GBP,88.26,OPEN
IL900305,INV-50216,2025-10-04,P-1213,SH100276,BASE,300.69,GBP,60.14,CREDITED
IL900306,INV-50217,2025-03-22,P-1090,SH100277,BASE,441.28,EUR,88.26,OPEN
IL900307,INV-50217,2025-03-22,P-1090,SH100277,FUEL,42.20,EUR,8.44,OPEN
IL900308,INV-50218,2025-08-23,P-1204,SH100279,BASE,502.81,EUR,100.56,PAID
IL900309,INV-50219,2025-02-21,P-1058,SH100280,BASE,317.39,EUR,63.48,PAID
IL900310,INV-50220,2025-06-11,P-1187,SH100281,BASE,547.11,GBP,109.42,CREDITED
IL900311,INV-50220,2025-06-11,P-1187,SH100281,FUEL,36.75,GBP,7.35,CREDITED
IL900312,INV-50221,2025-12-21,P-1035,SH100282,BASE,126.55,EUR,25.31,OPEN
IL900313,INV-50222,2025-08-03,P-1203,SH100283,BASE,493.74,GBP,98.75,PAID
IL900314,INV-50223,2025-03-31,P-1234,SH100285,BASE,312.87,EUR,62.57,PAID
IL900315,INV-50223,2025-03-31,P-1234,SH100285,FUEL,40.62,EUR,8.12,PAID
IL900316,INV-50224,2025-01-25,P-1009,SH100286,BASE,51.94,GBP,10.39,OPEN
IL900317,INV-50225,2026-01-11,P-1184,SH100287,BASE,943.25,GBP,188.65,PAID
IL900318,INV-50225,2026-01-11,P-1184,SH100287,FUEL,99.48,GBP,19.90,PAID
IL900319,INV-50226,2026-01-18,P-1139,SH100288,BASE,569.54,GBP,113.91,PAID
IL900320,INV-50226,2026-01-18,P-1139,SH100288,FUEL,46.21,GBP,9.24,PAID
IL900321,INV-50227,2025-07-07,P-1181,SH100290,BASE,562.35,GBP,112.47,PAID
IL900322,INV-50228,2026-04-14,P-1168,SH100291,BASE,625.88,GBP,125.18,PAID
IL900323,INV-50229,2025-07-10,P-1161,SH100292,BASE,46.03,GBP,9.21,CREDITED
IL900324,INV-50229,2025-07-10,P-1161,SH100292,FUEL,5.52,GBP,1.10,CREDITED
IL900325,INV-50230,2025-11-27,P-1027,SH100293,BASE,580.66,GBP,116.13,PAID
IL900326,INV-50230,2025-11-27,P-1027,SH100293,FUEL,41.20,GBP,8.24,PAID
IL900327,INV-50231,2026-01-25,P-1099,SH100294,BASE,1066.99,GBP,213.40,PAID
IL900328,INV-50232,2025-01-26,P-1086,SH100295,BASE,904.72,GBP,180.94,CREDITED
IL900329,INV-50233,2025-04-09,P-1140,SH100296,BASE,53.84,GBP,10.77,VOID
IL900330,INV-50233,2025-04-09,P-1140,SH100296,FUEL,3.32,GBP,0.66,VOID
IL900331,INV-50234,2025-09-01,P-1158,SH100297,BASE,193.50,GBP,38.70,PAID
IL900332,INV-50234,2025-09-01,P-1158,SH100297,FUEL,15.79,GBP,3.16,PAID
IL900333,INV-50235,2025-05-29,P-1146,SH100298,BASE,314.14,GBP,62.83,OPEN
IL900334,INV-50235,2025-05-29,P-1146,SH100298,FUEL,30.95,GBP,6.19,OPEN
IL900335,INV-50236,2025-05-23,P-1080,SH100299,BASE,403.05,GBP,80.61,PAID
IL900336,INV-50237,2025-07-27,P-1006,SH100300,BASE,685.79,GBP,137.16,PAID
IL900337,INV-50238,2025-06-28,P-1143,SH100301,BASE,453.27,GBP,90.65,VOID
IL900338,INV-50238,2025-06-28,P-1143,SH100301,FUEL,45.01,GBP,9.00,VOID
IL900339,INV-50239,2025-09-18,P-1233,SH100302,BASE,408.82,GBP,81.76,PAID
IL900340,INV-50240,2026-01-24,P-1225,SH100303,BASE,340.34,EUR,68.07,PAID
IL900341,INV-50241,2025-02-22,P-1164,SH100305,BASE,150.05,GBP,30.01,PAID
IL900342,INV-50241,2025-02-22,P-1164,SH100305,FUEL,19.00,GBP,3.80,PAID
IL900343,INV-50242,2026-02-28,P-1113,SH100306,BASE,136.93,GBP,27.39,PAID
IL900344,INV-50243,2025-09-13,P-1121,SH100307,BASE,214.18,GBP,42.84,OPEN
IL900345,INV-50244,2025-12-04,P-1059,SH100308,BASE,725.89,GBP,145.18,CREDITED
IL900346,INV-50245,2025-12-15,P-1111,SH100309,BASE,82.59,GBP,16.52,PAID
IL900347,INV-50246,2026-05-04,P-1183,SH100310,BASE,740.97,GBP,148.19,PAID
IL900348,INV-50246,2026-05-04,P-1183,SH100310,FUEL,76.02,GBP,15.20,PAID
IL900349,INV-50247,2025-01-29,P-1213,SH100311,BASE,245.96,GBP,49.19,PAID
IL900350,INV-50248,2025-04-18,P-1200,SH100312,BASE,429.83,GBP,85.97,OPEN
IL900351,INV-50248,2025-04-18,P-1200,SH100312,FUEL,56.81,GBP,11.36,OPEN
IL900352,INV-50249,2025-02-12,P-1175,SH100314,BASE,776.94,GBP,155.39,PAID
IL900353,INV-50250,2025-09-10,P-1196,SH100315,BASE,770.18,GBP,154.04,PAID
IL900354,INV-50250,2025-09-10,P-1196,SH100315,FUEL,103.92,GBP,20.78,PAID
IL900355,INV-50251,2026-04-06,P-1172,SH100316,BASE,424.40,GBP,84.88,OPEN
IL900356,INV-50251,2026-04-06,P-1172,SH100316,FUEL,35.89,GBP,7.18,OPEN
IL900357,INV-50252,2026-05-09,P-1187,SH100317,BASE,516.69,GBP,103.34,VOID
IL900358,INV-50253,2025-05-07,P-1170,SH100318,BASE,229.61,GBP,45.92,OPEN
IL900359,INV-50253,2025-05-07,P-1170,SH100318,FUEL,27.95,GBP,5.59,OPEN
IL900360,INV-50254,2025-11-22,P-1001,SH100319,BASE,335.11,EUR,67.02,OPEN
IL900361,INV-50255,2025-04-12,P-1166,SH100320,BASE,412.20,GBP,82.44,PAID
IL900362,INV-50256,2025-12-03,P-1190,SH100321,BASE,474.47,EUR,94.89,PAID
IL900363,INV-50257,2026-04-22,P-1151,SH100322,BASE,55.04,GBP,11.01,PAID
IL900364,INV-50257,2026-04-22,P-1151,SH100322,FUEL,3.78,GBP,0.76,PAID
IL900365,INV-50257,2026-04-22,P-1151,SH100322,ACCESSORIAL,24.36,GBP,4.87,PAID
IL900366,INV-50258,2026-03-09,P-1141,SH100324,BASE,799.21,EUR,159.84,CREDITED
IL900367,INV-50259,2025-09-03,P-1130,SH100325,BASE,131.50,GBP,26.30,PAID
IL900368,INV-50260,2026-03-30,P-1025,SH100327,BASE,316.02,GBP,63.20,PAID
IL900369,INV-50261,2025-06-11,P-1068,SH100328,BASE,206.28,GBP,41.26,OPEN
IL900370,INV-50261,2025-06-11,P-1068,SH100328,FUEL,12.49,GBP,2.50,OPEN
IL900371,INV-50262,2025-05-01,P-1052,SH100329,BASE,278.63,EUR,55.73,PAID
IL900372,INV-50263,2025-01-16,P-1204,SH100330,BASE,402.01,GBP,80.40,PAID
IL900373,INV-50264,2025-11-27,P-1188,SH100331,BASE,184.81,GBP,36.96,OPEN
IL900374,INV-50264,2025-11-27,P-1188,SH100331,FUEL,19.63,GBP,3.93,OPEN
IL900375,INV-50265,2026-01-21,P-1121,SH100332,BASE,98.84,GBP,19.77,OPEN
IL900376,INV-50265,2026-01-21,P-1121,SH100332,FUEL,8.23,GBP,1.65,OPEN
IL900377,INV-50266,2026-03-30,P-1177,SH100334,BASE,34.84,EUR,6.97,PAID
IL900378,INV-50266,2026-03-30,P-1177,SH100334,FUEL,3.33,EUR,0.67,PAID
IL900379,INV-50267,2025-10-15,P-1013,SH100335,BASE,368.00,GBP,73.60,PAID
IL900380,INV-50268,2025-01-08,P-1148,SH100336,BASE,75.27,EUR,15.05,PAID
IL900381,INV-50269,2026-03-03,P-1186,SH100338,BASE,109.28,EUR,21.86,PAID
IL900382,INV-50270,2025-03-28,P-1211,SH100339,BASE,539.62,GBP,107.92,PAID
IL900383,INV-50271,2025-11-03,P-1129,SH100340,BASE,485.98,GBP,97.20,PAID
IL900384,INV-50272,2025-09-27,P-1025,SH100342,BASE,399.05,GBP,79.81,OPEN
IL900385,INV-50273,2025-10-05,P-1138,SH100343,BASE,221.95,GBP,44.39,PAID
IL900386,INV-50274,2025-12-13,P-1179,SH100344,BASE,33.63,GBP,6.73,PAID
IL900387,INV-50275,2026-05-14,P-1182,SH100345,BASE,67.48,GBP,13.50,PAID
IL900388,INV-50276,2025-06-21,P-1147,SH100346,BASE,422.57,EUR,84.51,OPEN
IL900389,INV-50276,2025-06-21,P-1147,SH100346,FUEL,54.29,EUR,10.86,OPEN
IL900390,INV-50277,2025-05-12,P-1111,SH100347,BASE,1050.06,GBP,210.01,PAID
IL900391,INV-50277,2025-05-12,P-1111,SH100347,FUEL,82.44,GBP,16.49,PAID
IL900392,INV-50277,2025-05-12,P-1111,SH100347,ACCESSORIAL,14.66,GBP,2.93,PAID
IL900393,INV-50278,2026-03-11,P-1031,SH100348,BASE,528.61,GBP,105.72,PAID
IL900394,INV-50278,2026-03-11,P-1031,SH100348,FUEL,69.24,GBP,13.85,PAID
IL900395,INV-50279,2025-12-28,P-1202,SH100349,BASE,277.69,EUR,55.54,PAID
IL900396,INV-50279,2025-12-28,P-1202,SH100349,FUEL,36.78,EUR,7.36,PAID
IL900397,INV-50280,2026-03-14,P-1173,SH100350,BASE,353.96,GBP,70.79,PAID
IL900398,INV-50281,2025-08-02,P-1177,SH100351,BASE,110.57,GBP,22.11,PAID
IL900399,INV-50282,2025-08-26,P-1022,SH100353,BASE,35.35,GBP,7.07,PAID
IL900400,INV-50283,2025-01-22,P-1128,SH100354,BASE,152.61,GBP,30.52,PAID
IL900401,INV-50284,2025-07-24,P-1145,SH100355,BASE,549.27,GBP,109.85,PAID
IL900402,INV-50285,2025-02-11,P-1072,SH100356,BASE,558.60,EUR,111.72,PAID
IL900403,INV-50285,2025-02-11,P-1072,SH100356,FUEL,72.69,EUR,14.54,PAID
IL900404,INV-50286,2025-11-29,P-1160,SH100357,BASE,519.29,GBP,103.86,PAID
IL900405,INV-50286,2025-11-29,P-1160,SH100357,FUEL,66.70,GBP,13.34,PAID
IL900406,INV-50287,2026-05-02,P-1076,SH100358,BASE,298.66,EUR,59.73,PAID
IL900407,INV-50288,2026-01-17,P-1235,SH100359,BASE,275.66,GBP,55.13,PAID
IL900408,INV-50288,2026-01-17,P-1235,SH100359,FUEL,33.27,GBP,6.65,PAID
IL900409,INV-50289,2025-08-07,P-1212,SH100360,BASE,618.56,GBP,123.71,PAID
IL900410,INV-50289,2025-08-07,P-1212,SH100360,FUEL,38.10,GBP,7.62,PAID
IL900411,INV-50290,2025-09-14,P-1194,SH100362,BASE,338.18,GBP,67.64,PAID
IL900412,INV-50291,2026-01-28,P-1063,SH100364,BASE,118.27,GBP,23.65,CREDITED
IL900413,INV-50291,2026-01-28,P-1063,SH100364,FUEL,11.05,GBP,2.21,CREDITED
IL900414,INV-50292,2025-12-06,P-1150,SH100365,BASE,303.56,GBP,60.71,PAID
IL900415,INV-50293,2025-09-02,P-1091,SH100366,BASE,369.46,GBP,73.89,PAID
IL900416,INV-50294,2026-04-25,P-1023,SH100368,BASE,312.22,GBP,62.44,OPEN
IL900417,INV-50295,2026-05-26,P-1220,SH100369,BASE,320.56,GBP,64.11,PAID
IL900418,INV-50296,2026-03-19,P-1036,SH100370,BASE,110.29,GBP,22.06,OPEN
IL900419,INV-50296,2026-03-19,P-1036,SH100370,FUEL,13.35,GBP,2.67,OPEN
IL900420,INV-50296,2026-03-19,P-1036,SH100370,ACCESSORIAL,39.31,GBP,7.86,OPEN
IL900421,INV-50297,2025-04-25,P-1013,SH100371,BASE,87.20,GBP,17.44,PAID
IL900422,INV-50297,2025-04-25,P-1013,SH100371,FUEL,10.26,GBP,2.05,PAID
IL900423,INV-50298,2025-12-09,P-1103,SH100372,BASE,269.88,GBP,53.98,OPEN
IL900424,INV-50299,2025-11-24,P-1085,SH100374,BASE,219.43,GBP,43.89,PAID
IL900425,INV-50299,2025-11-24,P-1085,SH100374,FUEL,27.00,GBP,5.40,PAID
IL900426,INV-50300,2025-08-01,P-1013,SH100375,BASE,169.31,GBP,33.86,CREDITED
IL900427,INV-50300,2025-08-01,P-1013,SH100375,FUEL,18.63,GBP,3.73,CREDITED
IL900428,INV-50301,2025-07-09,P-1189,SH100376,BASE,188.05,GBP,37.61,PAID
IL900429,INV-50302,2025-04-24,P-1185,SH100377,BASE,69.78,GBP,13.96,PAID
IL900430,INV-50303,2025-02-12,P-1089,SH100378,BASE,117.87,GBP,23.57,PAID
IL900431,INV-50304,2026-01-11,P-1177,SH100380,BASE,130.07,GBP,26.01,PAID
IL900432,INV-50305,2025-08-08,P-1149,SH100382,BASE,260.33,GBP,52.07,OPEN
IL900433,INV-50305,2025-08-08,P-1149,SH100382,FUEL,30.55,GBP,6.11,OPEN
IL900434,INV-50306,2025-08-04,P-1197,SH100383,BASE,45.65,EUR,9.13,OPEN
IL900435,INV-50307,2025-07-19,P-1130,SH100384,BASE,171.37,EUR,34.27,OPEN
IL900436,INV-50308,2025-08-29,P-1030,SH100385,BASE,107.48,GBP,21.50,PAID
IL900437,INV-50308,2025-08-29,P-1030,SH100385,FUEL,7.05,GBP,1.41,PAID
IL900438,INV-50309,2026-05-14,P-1079,SH100387,BASE,209.16,GBP,41.83,PAID
IL900439,INV-50310,2025-10-27,P-1031,SH100388,BASE,271.73,GBP,54.35,OPEN
IL900440,INV-50311,2025-10-14,P-1069,SH100389,BASE,182.72,GBP,36.54,OPEN
IL900441,INV-50312,2025-05-06,P-1159,SH100390,BASE,314.14,GBP,62.83,VOID
IL900442,INV-50312,2025-05-06,P-1159,SH100390,FUEL,24.46,GBP,4.89,VOID
IL900443,INV-50313,2025-10-14,P-1153,SH100391,BASE,326.69,GBP,65.34,PAID
IL900444,INV-50314,2025-08-30,P-1085,SH100392,BASE,571.75,GBP,114.35,PAID
IL900445,INV-50314,2025-08-30,P-1085,SH100392,FUEL,62.72,GBP,12.54,PAID
IL900446,INV-50315,2025-04-05,P-1105,SH100393,BASE,401.75,GBP,80.35,PAID
IL900447,INV-50316,2026-03-07,P-1119,SH100395,BASE,32.50,GBP,6.50,PAID
IL900448,INV-50316,2026-03-07,P-1119,SH100395,FUEL,3.08,GBP,0.62,PAID
IL900449,INV-50317,2025-12-01,P-1070,SH100396,BASE,416.64,GBP,83.33,PAID
IL900450,INV-50318,2026-02-28,P-1079,SH100397,BASE,338.64,GBP,67.73,PAID
IL900451,INV-50319,2025-06-26,P-1097,SH100399,BASE,420.46,GBP,84.09,PAID
IL900452,INV-50319,2025-06-26,P-1097,SH100399,FUEL,45.52,GBP,9.10,PAID
IL900453,INV-50320,2025-11-02,P-1144,SH100400,BASE,299.87,GBP,59.97,PAID
IL900454,INV-50321,2025-12-14,P-1053,SH100401,BASE,279.92,GBP,55.98,PAID
IL900455,INV-50321,2025-12-14,P-1053,SH100401,FUEL,25.56,GBP,5.11,PAID
IL900456,INV-50322,2026-01-18,P-1176,SH100403,BASE,260.99,EUR,52.20,PAID
IL900457,INV-50323,2026-01-23,P-1113,SH100404,BASE,491.52,GBP,98.30,PAID
IL900458,INV-50323,2026-01-23,P-1113,SH100404,FUEL,60.61,GBP,12.12,PAID
IL900459,INV-50323,2026-01-23,P-1113,SH100404,ACCESSORIAL,33.74,GBP,6.75,PAID
IL900460,INV-50324,2025-04-24,P-1035,SH100405,BASE,518.89,GBP,103.78,PAID
IL900461,INV-50324,2025-04-24,P-1035,SH100405,FUEL,55.38,GBP,11.08,PAID
IL900462,INV-50325,2025-12-21,P-1046,SH100406,BASE,191.52,GBP,38.30,PAID
IL900463,INV-50326,2025-02-05,P-1110,SH100407,BASE,255.08,GBP,51.02,PAID
IL900464,INV-50327,2025-05-10,P-1207,SH100409,BASE,35.52,GBP,7.10,PAID
IL900465,INV-50327,2025-05-10,P-1207,SH100409,FUEL,4.60,GBP,0.92,PAID
IL900466,INV-50327,2025-05-10,P-1207,SH100409,ACCESSORIAL,30.60,GBP,6.12,PAID
IL900467,INV-50328,2025-02-10,P-1206,SH100410,BASE,739.70,GBP,147.94,PAID
IL900468,INV-50329,2025-06-16,P-1151,SH100411,BASE,467.21,GBP,93.44,PAID
IL900469,INV-50330,2025-06-13,P-1211,SH100412,BASE,135.63,GBP,27.13,OPEN
IL900470,INV-50331,2025-03-15,P-1069,SH100413,BASE,964.38,GBP,192.88,OPEN
IL900471,INV-50332,2025-09-06,P-1004,SH100416,BASE,394.34,GBP,78.87,PAID
IL900472,INV-50333,2025-02-03,P-1148,SH100417,BASE,362.90,GBP,72.58,PAID
IL900473,INV-50334,2025-04-10,P-1069,SH100418,BASE,1110.79,GBP,222.16,VOID
IL900474,INV-50335,2025-11-05,P-1102,SH100419,BASE,423.67,GBP,84.73,PAID
IL900475,INV-50336,2025-11-05,P-1226,SH100420,BASE,412.74,GBP,82.55,OPEN
IL900476,INV-50337,2025-11-10,P-1182,SH100421,BASE,992.74,GBP,198.55,VOID
IL900477,INV-50338,2025-02-01,P-1063,SH100422,BASE,55.47,GBP,11.09,PAID
IL900478,INV-50339,2025-03-08,P-1019,SH100423,BASE,325.13,GBP,65.03,PAID
IL900479,INV-50340,2025-08-26,P-1060,SH100424,BASE,667.74,EUR,133.55,OPEN
IL900480,INV-50341,2025-12-23,P-1166,SH100425,BASE,458.33,GBP,91.67,OPEN
IL900481,INV-50341,2025-12-23,P-1166,SH100425,FUEL,31.21,GBP,6.24,OPEN
IL900482,INV-50342,2025-03-27,P-1103,SH100427,BASE,483.20,GBP,96.64,PAID
IL900483,INV-50343,2025-08-22,P-1103,SH100428,BASE,313.27,EUR,62.65,PAID
IL900484,INV-50343,2025-08-22,P-1103,SH100428,FUEL,33.11,EUR,6.62,PAID
IL900485,INV-50344,2025-01-21,P-1145,SH100431,BASE,97.27,GBP,19.45,CREDITED
IL900486,INV-50344,2025-01-21,P-1145,SH100431,FUEL,9.01,GBP,1.80,CREDITED
IL900487,INV-50345,2025-11-09,P-1131,SH100432,BASE,38.54,GBP,7.71,PAID
IL900488,INV-50346,2026-03-26,P-1140,SH100433,BASE,34.66,GBP,6.93,OPEN
IL900489,INV-50347,2025-02-17,P-1144,SH100435,BASE,372.33,EUR,74.47,PAID
IL900490,INV-50348,2025-09-06,P-1133,SH100436,BASE,43.14,GBP,8.63,PAID
IL900491,INV-50349,2025-06-18,P-1078,SH100437,BASE,826.70,GBP,165.34,PAID
IL900492,INV-50350,2025-10-16,P-1083,SH100438,BASE,514.13,GBP,102.83,PAID
IL900493,INV-50351,2026-03-15,P-1096,SH100439,BASE,250.07,GBP,50.01,PAID
IL900494,INV-50351,2026-03-15,P-1096,SH100439,FUEL,29.78,GBP,5.96,PAID
IL900495,INV-50351,2026-03-15,P-1096,SH100439,ACCESSORIAL,23.58,GBP,4.72,PAID
IL900496,INV-50352,2026-04-10,P-1079,SH100440,BASE,952.90,GBP,190.58,VOID
IL900497,INV-50353,2025-01-29,P-1100,SH100441,BASE,158.55,GBP,31.71,PAID
IL900498,INV-50353,2025-01-29,P-1100,SH100441,FUEL,12.62,GBP,2.52,PAID
IL900499,INV-50354,2025-12-01,P-1170,SH100442,BASE,143.34,GBP,28.67,PAID
IL900500,INV-50355,2026-02-26,P-1222,SH100443,BASE,626.44,GBP,125.29,PAID
IL900501,INV-50356,2026-01-02,P-1020,SH100444,BASE,222.60,GBP,44.52,PAID
IL900502,INV-50357,2025-02-08,P-1233,SH100446,BASE,452.29,GBP,90.46,PAID
IL900503,INV-50358,2026-04-07,P-1029,SH100447,BASE,24.55,GBP,4.91,CREDITED
IL900504,INV-50358,2026-04-07,P-1029,SH100447,FUEL,2.42,GBP,0.48,CREDITED
IL900505,INV-50359,2025-09-08,P-1131,SH100448,BASE,137.19,GBP,27.44,PAID
IL900506,INV-50359,2025-09-08,P-1131,SH100448,FUEL,19.04,GBP,3.81,PAID
IL900507,INV-50360,2025-08-01,P-1040,SH100449,BASE,233.85,GBP,46.77,PAID
IL900508,INV-50360,2025-08-01,P-1040,SH100449,FUEL,20.56,GBP,4.11,PAID
IL900509,INV-50361,2025-10-25,P-1207,SH100450,BASE,141.49,GBP,28.30,PAID
IL900510,INV-50361,2025-10-25,P-1207,SH100450,FUEL,18.71,GBP,3.74,PAID
IL900511,INV-50362,2025-10-18,P-1152,SH100451,BASE,416.62,GBP,83.32,PAID
IL900512,INV-50363,2026-03-18,P-1235,SH100452,BASE,414.16,GBP,82.83,PAID
IL900513,INV-50364,2025-04-03,P-1083,SH100454,BASE,420.19,GBP,84.04,PAID
IL900514,INV-50365,2025-12-30,P-1209,SH100455,BASE,205.56,EUR,41.11,OPEN
IL900515,INV-50366,2026-03-02,P-1123,SH100456,BASE,529.61,GBP,105.92,PAID
IL900516,INV-50367,2026-01-10,P-1106,SH100457,BASE,326.87,GBP,65.37,PAID
IL900517,INV-50368,2026-03-08,P-1094,SH100458,BASE,20.39,GBP,4.08,PAID
IL900518,INV-50369,2026-02-11,P-1027,SH100459,BASE,140.96,GBP,28.19,PAID
IL900519,INV-50369,2026-02-11,P-1027,SH100459,FUEL,19.21,GBP,3.84,PAID
IL900520,INV-50370,2025-09-13,P-1027,SH100460,BASE,238.04,GBP,47.61,VOID
IL900521,INV-50371,2026-05-14,P-1114,SH100461,BASE,37.20,EUR,7.44,OPEN
IL900522,INV-50372,2026-03-21,P-1183,SH100462,BASE,158.42,GBP,31.68,PAID
IL900523,INV-50372,2026-03-21,P-1183,SH100462,FUEL,15.87,GBP,3.17,PAID
IL900524,INV-50373,2025-10-28,P-1235,SH100463,BASE,239.69,GBP,47.94,PAID
IL900525,INV-50374,2025-01-07,P-1109,SH100465,BASE,293.99,GBP,58.80,PAID
IL900526,INV-50375,2025-12-27,P-1209,SH100466,BASE,341.88,GBP,68.38,PAID
IL900527,INV-50376,2025-06-27,P-1045,SH100467,BASE,314.24,GBP,62.85,PAID
IL900528,INV-50377,2026-01-08,P-1073,SH100469,BASE,191.44,GBP,38.29,PAID
IL900529,INV-50377,2026-01-08,P-1073,SH100469,FUEL,15.99,GBP,3.20,PAID
IL900530,INV-50378,2025-07-11,P-1138,SH100470,BASE,783.10,GBP,156.62,PAID
IL900531,INV-50379,2025-01-20,P-1071,SH100471,BASE,176.16,GBP,35.23,PAID
IL900532,INV-50380,2025-06-24,P-1117,SH100472,BASE,402.18,EUR,80.44,PAID
IL900533,INV-50380,2025-06-24,P-1117,SH100472,ACCESSORIAL,8.67,EUR,1.73,PAID
IL900534,INV-50381,2025-09-24,P-1221,SH100473,BASE,249.42,GBP,49.88,PAID
IL900535,INV-50382,2026-01-28,P-1019,SH100474,BASE,78.60,GBP,15.72,PAID
IL900536,INV-50383,2025-06-07,P-1126,SH100475,BASE,546.71,EUR,109.34,PAID
IL900537,INV-50384,2025-01-14,P-1168,SH100476,BASE,119.00,GBP,23.80,OPEN
IL900538,INV-50385,2026-02-07,P-1124,SH100477,BASE,704.70,GBP,140.94,CREDITED
IL900539,INV-50386,2025-09-02,P-1025,SH100478,BASE,377.47,GBP,75.49,PAID
IL900540,INV-50387,2025-11-16,P-1017,SH100479,BASE,215.95,GBP,43.19,PAID
IL900541,INV-50387,2025-11-16,P-1017,SH100479,FUEL,15.74,GBP,3.15,PAID
IL900542,INV-50388,2025-12-05,P-1107,SH100480,BASE,528.31,GBP,105.66,PAID
IL900543,INV-50389,2025-04-19,P-1208,SH100482,BASE,757.65,EUR,151.53,PAID
IL900544,INV-50390,2025-08-03,P-1202,SH100484,BASE,81.37,GBP,16.27,OPEN
IL900545,INV-50391,2026-02-14,P-1209,SH100485,BASE,373.00,GBP,74.60,OPEN
IL900546,INV-50391,2026-02-14,P-1209,SH100485,FUEL,38.31,GBP,7.66,OPEN
IL900547,INV-50392,2025-01-17,P-1191,SH100486,BASE,531.50,GBP,106.30,PAID
IL900548,INV-50392,2025-01-17,P-1191,SH100486,FUEL,33.28,GBP,6.66,PAID
IL900549,INV-50393,2025-09-09,P-1169,SH100490,BASE,89.23,GBP,17.85,PAID
IL900550,INV-50394,2026-01-29,P-1188,SH100491,BASE,366.47,EUR,73.29,PAID
IL900551,INV-50395,2025-06-03,P-1169,SH100492,BASE,172.75,GBP,34.55,OPEN
IL900552,INV-50396,2025-05-01,P-1023,SH100493,BASE,429.12,GBP,85.82,PAID
IL900553,INV-50396,2025-05-01,P-1023,SH100493,FUEL,41.79,GBP,8.36,PAID
IL900554,INV-50397,2025-03-05,P-1203,SH100494,BASE,220.53,GBP,44.11,OPEN
IL900555,INV-50397,2025-03-05,P-1203,SH100494,FUEL,18.59,GBP,3.72,OPEN
IL900556,INV-50398,2025-09-04,P-1104,SH100495,BASE,113.22,GBP,22.64,PAID
IL900557,INV-50398,2025-09-04,P-1104,SH100495,FUEL,13.31,GBP,2.66,PAID
IL900558,INV-50399,2026-02-09,P-1113,SH100497,BASE,561.67,GBP,112.33,PAID
IL900559,INV-50400,2025-10-03,P-1199,SH100498,BASE,162.08,GBP,32.42,OPEN
IL900560,INV-50401,2025-05-12,P-1037,SH100499,BASE,184.30,EUR,36.86,OPEN
IL900561,INV-50402,2025-09-01,P-1127,SH100500,BASE,512.98,EUR,102.60,PAID
IL900562,INV-50402,2025-09-01,P-1127,SH100500,FUEL,59.26,EUR,11.85,PAID
IL900563,INV-50403,2025-03-26,P-1077,SH100501,BASE,435.52,GBP,87.10,CREDITED
IL900564,INV-50404,2025-01-25,P-1066,SH100502,BASE,109.63,GBP,21.93,OPEN
IL900565,INV-50404,2025-01-25,P-1066,SH100502,FUEL,10.34,GBP,2.07,OPEN
IL900566,INV-50405,2025-07-21,P-1031,SH100504,BASE,165.22,GBP,33.04,PAID
IL900567,INV-50406,2025-02-21,P-1097,SH100505,BASE,319.19,GBP,63.84,PAID
IL900568,INV-50406,2025-02-21,P-1097,SH100505,ACCESSORIAL,36.37,GBP,7.27,PAID
IL900569,INV-50407,2026-01-10,P-1225,SH100506,BASE,167.97,GBP,33.59,PAID
