Id,ship_ref,seq,from_loc,to_loc,veh,drv,START,END,Amount,Status
MV700239,SH100221,1,L-222,L-201,VIN118,D3103,2025-10-02 18:32,,29.23,ABORTED
MV700240,SH100222,1,L-213,L-246,VIN160,D3057,2025-08-17 12:16,2025-08-17 06:17,273.71,DONE
MV700241,SH100222,2,L-246,L-247,VIN144,D3100,2025-08-18 07:46,2025-08-19 06:58,165.76,DONE
MV700242,SH100223,1,L-226,L-251,VIN201,D3039,2025-11-07 21:28,2025-11-07 11:26,390.28,DONE
MV700243,SH100224,1,L-245,L-201,VIN214,D3047,2026-03-08 15:37,,396.32,ABORTED
MV700244,SH100225,1,L-234,L-244,VIN208,D3007,2025-12-20 14:22,2025-12-20 09:35,159.69,DONE
MV700245,SH100226,1,L-205,L-204,VIN130,D3112,2025-05-23 09:34,2025-05-24 06:01,223.78,DONE
MV700246,SH100227,1,L-239,L-219,VIN175,D3070,2025-05-16 17:58,2025-05-17 14:59,130.16,DONE
MV700247,SH100228,1,L-251,L-230,VIN106,D3054,2025-12-05 12:56,2025-12-05 09:57,117.82,DONE
MV700248,SH100229,1,L-224,L-207,VIN184,D3027,2025-02-15 19:07,2025-02-15 07:50,209.70,DONE
MV700249,SH100230,1,L-254,L-258,VIN158,D3005,2025-10-31 12:09,2025-10-31 20:56,45.62,DONE
MV700250,SH100231,1,L-235,L-208,VIN115,D3063,2025-07-27 06:48,2025-07-27 19:56,293.89,DONE
MV700251,SH100232,1,L-237,L-213,VIN195,D3102,2025-08-26 14:58,2025-08-27 10:06,134.30,DONE
MV700252,SH100233,1,L-228,L-203,VIN120,D3088,2025-05-06 09:46,2025-05-07 10:39,342.50,DONE
MV700253,SH100234,1,L-212,L-241,VIN147,D3032,2025-07-27 06:13,2025-07-28 10:07,246.69,DONE
MV700254,SH100234,2,L-241,L-229,VIN131,D3080,2025-07-27 20:46,2025-07-27 07:06,379.17,DONE
MV700255,SH100235,1,L-206,L-259,VIN132,D3038,2026-05-12 06:23,2026-05-12 19:34,148.91,DONE
MV700256,SH100236,1,L-221,L-251,VIN177,D3106,2025-06-14 20:31,2025-06-14 16:03,212.27,DONE
MV700257,SH100236,2,L-251,L-232,VIN130,D3029,2025-06-14 19:11,2025-06-14 15:06,28.11,DONE
MV700258,SH100237,1,L-220,L-241,VIN166,D3066,2025-10-25 18:16,2025-10-25 10:05,266.22,DONE
MV700259,SH100238,1,L-255,L-221,VIN165,D3035,2025-05-28 12:39,2025-05-28 10:04,325.89,DONE
MV700260,SH100238,2,L-221,L-220,VIN136,D3031,2025-05-28 16:43,2025-05-28 15:32,351.93,DONE
MV700261,SH100238,3,L-220,L-252,VIN130,D3063,2025-05-29 20:08,2025-05-30 19:18,323.87,DONE
MV700262,SH100239,1,L-225,L-247,VIN181,D3111,2026-01-16 13:24,2026-01-16 20:02,291.28,DONE
MV700263,SH100240,1,L-217,L-260,VIN111,D3077,2025-07-29 09:39,2025-07-29 06:43,292.99,DONE
MV700264,SH100240,2,L-260,L-237,VIN182,D3060,2025-07-30 07:24,2025-07-30 16:47,396.18,DONE
MV700265,SH100241,1,L-210,L-235,VIN132,D3063,2026-01-10 20:35,2026-01-10 11:21,268.46,DONE
MV700266,SH100242,1,L-251,L-257,VIN102,D3045,2026-02-16 08:07,2026-02-16 10:37,246.69,DONE
MV700267,SH100244,1,L-250,L-221,VIN102,D3097,2026-04-20 08:44,2026-04-20 17:49,88.69,DONE
MV700268,SH100245,1,L-221,L-252,VIN146,D3059,2025-11-23 18:41,2025-11-23 11:28,354.29,DONE
MV700269,SH100246,1,L-228,L-239,VIN208,D3050,2026-03-31 14:44,2026-04-01 09:26,155.63,DONE
MV700270,SH100248,1,L-233,L-201,VIN169,D3074,2026-01-31 18:52,2026-02-01 13:02,91.98,DONE
MV700271,SH100250,1,L-202,L-231,VIN114,D3012,2025-03-26 10:06,2025-03-26 06:40,32.14,DONE
MV700272,SH100251,1,L-256,L-258,VIN130,D3043,2025-04-08 20:20,,101.37,PLANNED
MV700273,SH100252,1,L-242,L-226,VIN128,D3090,2026-05-19 13:35,,232.50,ABORTED
MV700274,SH100253,1,L-217,L-251,VIN189,D3012,2026-04-24 06:06,2026-04-24 13:23,195.79,DONE
MV700275,SH100253,2,L-251,L-205,VIN185,D3054,2026-04-25 19:49,2026-04-25 07:14,346.42,DONE
MV700276,SH100253,3,L-205,L-219,VIN166,D3099,2026-04-26 19:23,2026-04-26 08:43,281.92,DONE
MV700277,SH100254,1,L-225,L-216,VIN155,D3065,2025-06-06 09:54,2025-06-06 08:39,123.05,DONE
MV700278,SH100255,1,L-239,L-245,VIN122,D3046,2025-08-23 21:21,2025-08-23 17:33,230.69,DONE
MV700279,SH100255,2,L-245,L-209,VIN115,D3060,2025-08-24 18:47,2025-08-24 15:40,382.07,DONE
MV700280,SH100256,1,L-207,L-201,VIN206,D3000,2026-05-07 19:03,,62.00,PLANNED
MV700281,SH100257,1,L-222,L-219,VIN109,D3098,2025-11-14 15:33,2025-11-14 19:54,307.20,DONE
MV700282,SH100258,1,L-215,L-221,VIN161,D3014,2026-04-23 20:17,2026-04-23 09:17,98.38,DONE
MV700283,SH100258,2,L-221,L-227,VIN149,D3034,2026-04-24 11:37,2026-04-24 06:54,66.72,DONE
MV700284,SH100259,1,L-241,L-214,VIN215,D3013,2026-01-02 11:14,2026-01-03 08:24,50.23,DONE
MV700285,SH100260,1,L-253,L-248,VIN109,D3052,2026-01-16 10:44,2026-01-16 09:18,42.51,DONE
MV700286,SH100261,1,L-227,L-255,VIN132,D3015,2025-11-03 10:33,2025-11-04 16:33,104.40,DONE
MV700287,SH100261,2,L-255,L-231,VIN101,D3079,2025-11-04 16:01,2025-11-05 06:45,109.01,DONE
MV700288,SH100262,1,L-251,L-239,VIN208,D3027,2026-03-30 18:52,2026-03-31 17:53,353.59,DONE
MV700289,SH100263,1,L-214,L-204,VIN212,D3111,2026-02-17 18:07,2026-02-17 07:33,211.96,DONE
MV700290,SH100264,1,L-242,L-226,VIN189,D3029,2025-12-01 08:21,2025-12-02 11:25,194.48,DONE
MV700291,SH100265,1,L-212,L-215,VIN107,D3048,2026-04-14 11:04,2026-04-14 19:08,249.58,DONE
MV700292,SH100265,2,L-215,L-235,VIN211,D3050,2026-04-15 11:45,2026-04-15 19:50,153.05,DONE
MV700293,SH100265,3,L-235,L-227,VIN195,D3043,2026-04-16 13:30,2026-04-16 12:38,271.86,DONE
MV700294,SH100266,1,L-249,L-243,VIN108,D3008,2025-08-02 10:40,2025-08-02 13:10,34.06,DONE
MV700295,SH100267,1,L-222,L-215,VIN187,D3093,2025-04-14 08:03,2025-04-15 07:17,108.08,DONE
MV700296,SH100267,2,L-215,L-213,VIN157,D3082,2025-04-15 17:11,2025-04-16 18:44,309.05,DONE
MV700297,SH100268,1,L-256,L-210,VIN124,D3013,2025-01-17 06:51,2025-01-17 17:38,175.60,DONE
MV700298,SH100269,1,L-217,L-213,VIN164,D3112,2025-05-02 09:52,2025-05-03 21:53,381.07,DONE
MV700299,SH100270,1,L-208,L-231,VIN206,D3075,2025-02-07 09:59,2025-02-07 10:47,227.81,DONE
MV700300,SH100271,1,L-243,L-255,VIN130,D3033,2025-12-12 19:37,2025-12-12 18:34,211.28,DONE
MV700301,SH100272,1,L-215,L-203,VIN106,D3028,2026-04-12 16:27,2026-04-13 15:15,379.78,DONE
MV700302,SH100273,1,L-228,L-242,VIN173,D3003,2026-03-04 15:55,2026-03-04 18:43,46.79,DONE
MV700303,SH100274,1,L-225,L-225,VIN198,D3009,2025-12-21 14:48,2025-12-21 08:32,286.61,DONE
MV700304,SH100274,2,L-225,L-208,VIN196,D3089,2025-12-21 12:54,2025-12-22 15:07,102.43,DONE
MV700305,SH100275,1,L-240,L-255,VIN203,D3042,2025-02-10 11:59,2025-02-10 18:31,297.35,DONE
MV700306,SH100275,2,L-255,L-219,VIN121,D3025,2025-02-11 13:38,2025-02-11 09:37,401.97,DONE
MV700307,SH100276,1,L-249,L-210,VIN154,D3008,2025-09-27 17:18,2025-09-27 06:04,69.40,DONE
MV700308,SH100277,1,L-221,L-214,VIN188,D3102,2025-03-13 06:59,2025-03-13 07:44,94.03,DONE
MV700309,SH100278,1,L-232,L-259,VIN130,D3005,2025-04-01 06:10,,286.54,PLANNED
MV700310,SH100279,1,L-225,L-226,VIN166,D3055,2025-08-13 19:26,2025-08-13 07:18,196.40,DONE
MV700311,SH100279,2,L-226,L-206,VIN178,D3053,2025-08-13 18:50,2025-08-13 10:57,401.70,DONE
MV700312,SH100279,3,L-206,L-251,VIN103,D3052,2025-08-13 16:38,2025-08-14 15:34,70.71,DONE
MV700313,SH100280,1,L-212,L-251,VIN211,D3051,2025-02-08 15:08,2025-02-08 19:16,205.30,DONE
MV700314,SH100280,2,L-251,L-207,VIN119,D3020,2025-02-09 11:32,2025-02-09 13:13,271.78,DONE
MV700315,SH100281,1,L-243,L-211,VIN215,D3080,2025-06-03 12:26,2025-06-03 06:07,202.90,DONE
MV700316,SH100282,1,L-203,L-233,VIN180,D3068,2025-12-08 06:11,2025-12-09 15:16,314.83,DONE
MV700317,SH100283,1,L-211,L-201,VIN137,D3088,2025-07-19 08:13,2025-07-20 20:44,134.55,DONE
MV700318,SH100285,1,L-243,L-225,VIN123,D3026,2025-03-23 21:24,2025-03-24 09:35,258.56,DONE
MV700319,SH100285,2,L-225,L-226,VIN215,D3117,2025-03-24 19:55,2025-03-24 19:01,256.54,DONE
MV700320,SH100286,1,L-231,L-235,VIN182,D3041,2025-01-12 20:56,2025-01-12 16:46,35.16,DONE
MV700321,SH100287,1,L-253,L-236,VIN149,D3051,2025-12-28 13:53,2025-12-29 15:33,114.55,DONE
MV700322,SH100288,1,L-219,L-260,VIN113,D3006,2026-01-07 10:01,2026-01-07 14:59,304.12,DONE
MV700323,SH100290,1,L-209,L-250,VIN142,D3049,2025-07-05 06:53,2025-07-06 16:54,199.70,DONE
MV700324,SH100290,2,L-250,L-210,VIN194,D3095,2025-07-06 19:16,2025-07-07 07:19,34.01,DONE
MV700325,SH100290,3,L-210,L-207,VIN129,D3040,2025-07-06 19:39,2025-07-06 09:08,45.91,DONE
MV700326,SH100291,1,L-226,L-230,VIN189,D3065,2026-04-11 17:26,2026-04-11 16:46,184.04,DONE
MV700327,SH100292,1,L-244,L-258,VIN190,D3030,2025-06-29 15:10,2025-06-29 20:22,158.81,DONE
MV700328,SH100293,1,L-255,L-231,VIN185,D3012,2025-11-19 06:31,2025-11-19 20:18,159.81,DONE
MV700329,SH100293,2,L-231,L-253,VIN135,D3012,2025-11-20 09:08,2025-11-20 15:02,175.12,DONE
MV700330,SH100294,1,L-214,L-235,VIN112,D3112,2026-01-16 13:23,2026-01-16 11:10,261.71,DONE
MV700331,SH100295,1,L-226,L-252,VIN152,D3030,2025-01-23 21:27,2025-01-24 18:37,167.66,DONE
MV700332,SH100296,1,L-254,L-209,VIN169,D3118,2025-04-06 09:26,2025-04-06 16:28,307.25,DONE
MV700333,SH100297,1,L-257,L-256,VIN113,D3100,2025-08-24 10:31,2025-08-24 19:12,278.63,DONE
MV700334,SH100298,1,L-241,L-220,VIN215,D3082,2025-05-27 18:21,2025-05-28 21:34,78.39,DONE
MV700335,SH100299,1,L-256,L-211,VIN133,D3011,2025-05-18 17:55,2025-05-18 20:22,178.10,DONE
MV700336,SH100300,1,L-238,L-243,VIN102,D3105,2025-07-25 20:00,2025-07-26 18:25,209.88,DONE
MV700337,SH100301,1,L-247,L-242,VIN159,D3119,2025-06-21 10:01,2025-06-21 21:52,171.39,DONE
MV700338,SH100302,1,L-214,L-207,VIN143,D3019,2025-09-11 15:28,2025-09-11 20:54,390.66,DONE
MV700339,SH100303,1,L-236,L-213,VIN116,D3001,2026-01-16 14:29,2026-01-16 11:54,71.13,DONE
MV700340,SH100305,1,L-238,L-206,VIN192,D3072,2025-02-21 13:49,2025-02-21 19:41,54.05,DONE
MV700341,SH100306,1,L-253,L-203,VIN205,D3010,2026-02-19 14:45,2026-02-19 09:25,214.42,DONE
MV700342,SH100307,1,L-260,L-219,VIN137,D3027,2025-09-08 13:48,2025-09-08 09:41,284.41,DONE
MV700343,SH100308,1,L-254,L-202,VIN161,D3081,2025-11-19 17:23,2025-11-19 15:23,331.72,DONE
MV700344,SH100309,1,L-240,L-213,VIN156,D3010,2025-12-03 15:22,2025-12-03 18:22,265.39,DONE
MV700345,SH100310,1,L-216,L-230,VIN175,D3066,2026-04-30 11:08,2026-04-30 08:15,226.33,DONE
MV700346,SH100311,1,L-220,L-242,VIN203,D3041,2025-01-16 10:17,2025-01-16 10:25,324.09,DONE
MV700347,SH100312,1,L-245,L-206,VIN100,D3090,2025-04-07 21:37,2025-04-08 21:24,80.31,DONE
MV700348,SH100312,2,L-206,L-201,VIN179,D3046,2025-04-08 11:06,2025-04-08 13:51,341.39,DONE
MV700349,SH100313,1,L-231,L-237,VIN174,D3053,2026-04-26 20:10,,354.33,PLANNED
MV700350,SH100314,1,L-215,L-255,VIN121,D3016,2025-02-10 08:48,2025-02-11 08:12,134.34,DONE
MV700351,SH100315,1,L-256,L-228,VIN140,D3077,2025-08-27 14:44,2025-08-28 20:11,365.54,DONE
MV700352,SH100316,1,L-237,L-244,VIN154,D3104,2026-03-27 19:33,2026-03-27 17:14,385.22,DONE
MV700353,SH100317,1,L-210,L-241,VIN122,D3098,2026-05-04 09:23,2026-05-05 11:35,168.65,DONE
MV700354,SH100318,1,L-218,L-238,VIN163,D3067,2025-04-23 11:13,2025-04-23 15:37,91.49,DONE
MV700355,SH100319,1,L-232,L-230,VIN153,D3055,2025-11-13 15:41,2025-11-13 16:53,329.91,DONE
MV700356,SH100320,1,L-234,L-257,VIN154,D3019,2025-03-27 19:46,2025-03-28 06:26,398.78,DONE
MV700357,SH100321,1,L-214,L-216,VIN147,D3018,2025-11-29 16:21,2025-11-30 10:57,160.03,DONE
MV700358,SH100322,1,L-201,L-217,VIN176,D3045,2026-04-21 14:13,2026-04-22 18:27,45.79,DONE
MV700359,SH100324,1,L-218,L-226,VIN199,D3075,2026-02-22 18:46,2026-02-23 18:13,405.08,DONE
MV700360,SH100324,2,L-226,L-205,VIN191,D3077,2026-02-22 06:55,2026-02-23 09:32,324.15,DONE
MV700361,SH100324,3,L-205,L-260,VIN108,D3089,2026-02-23 19:29,2026-02-23 19:02,50.05,DONE
MV700362,SH100325,1,L-245,L-228,VIN182,D3058,2025-08-21 12:28,2025-08-21 13:18,95.68,DONE
MV700363,SH100327,1,L-216,L-243,VIN117,D3107,2026-03-29 08:53,2026-03-30 14:28,154.04,DONE
MV700364,SH100328,1,L-248,L-240,VIN182,D3054,2025-05-27 10:45,2025-05-28 21:58,57.39,DONE
MV700365,SH100329,1,L-219,L-206,VIN130,D3002,2025-04-29 12:20,2025-04-30 13:40,165.72,DONE
MV700366,SH100330,1,L-235,L-258,VIN119,D3026,2025-01-11 11:29,2025-01-11 17:19,201.72,DONE
MV700367,SH100331,1,L-259,L-224,VIN129,D3073,2025-11-27 07:46,2025-11-28 09:29,387.01,DONE
MV700368,SH100332,1,L-222,L-216,VIN114,D3013,2026-01-13 16:18,2026-01-14 10:18,253.82,DONE
MV700369,SH100333,1,L-243,L-235,VIN197,D3099,2025-11-04 13:28,2025-11-04 11:09,407.36,DONE
MV700370,SH100333,2,L-235,L-231,VIN103,D3050,2025-11-05 15:23,2025-11-05 15:53,197.77,DONE
MV700371,SH100333,3,L-231,L-230,VIN166,D3054,2025-11-06 08:52,,340.99,ABORTED
MV700372,SH100334,1,L-240,L-236,VIN149,D3073,2026-03-14 20:51,2026-03-15 07:33,303.06,DONE
MV700373,SH100335,1,L-234,L-216,VIN204,D3026,2025-10-08 06:17,2025-10-09 18:08,237.12,DONE
MV700374,SH100336,1,L-238,L-203,VIN142,D3085,2025-01-06 14:16,2025-01-06 21:20,230.32,DONE
MV700375,SH100338,1,L-247,L-216,VIN180,D3006,2026-03-02 12:47,2026-03-02 19:52,316.18,DONE
MV700376,SH100339,1,L-242,L-205,VIN155,D3087,2025-03-13 14:42,2025-03-13 14:28,78.80,DONE
MV700377,SH100340,1,L-245,L-257,VIN180,D3056,2025-10-20 14:40,2025-10-20 20:31,371.59,DONE
MV700378,SH100342,1,L-253,L-207,VIN105,D3053,2025-09-17 21:59,2025-09-18 18:55,161.04,DONE
MV700379,SH100343,1,L-214,L-211,VIN202,D3109,2025-10-02 16:21,2025-10-03 16:34,177.48,DONE
MV700380,SH100344,1,L-238,L-240,VIN115,D3047,2025-12-12 08:11,2025-12-12 21:47,94.72,DONE
MV700381,SH100344,2,L-240,L-232,VIN121,D3022,2025-12-13 16:38,2025-12-14 13:29,172.97,DONE
MV700382,SH100345,1,L-249,L-243,VIN102,D3096,2026-05-03 21:34,2026-05-04 10:05,269.68,DONE
MV700383,SH100346,1,L-230,L-245,VIN164,D3109,2025-06-11 17:36,2025-06-11 09:56,402.85,DONE
MV700384,SH100346,2,L-245,L-225,VIN190,D3074,2025-06-12 21:09,2025-06-12 19:30,196.53,DONE
MV700385,SH100347,1,L-244,L-220,VIN121,D3005,2025-04-28 21:14,2025-04-29 08:49,114.68,DONE
MV700386,SH100348,1,L-212,L-219,VIN121,D3050,2026-03-05 13:05,2026-03-05 16:09,214.32,DONE
MV700387,SH100349,1,L-242,L-228,VIN103,D3017,2025-12-14 07:07,2025-12-14 08:24,140.66,DONE
MV700388,SH100350,1,L-226,L-241,VIN141,D3040,2026-03-06 18:33,2026-03-07 18:54,246.11,DONE
MV700389,SH100350,2,L-241,L-203,VIN131,D3040,2026-03-06 19:42,2026-03-06 18:51,212.63,DONE
MV700390,SH100351,1,L-244,L-219,VIN117,D3044,2025-07-25 12:20,2025-07-25 14:33,262.39,DONE
MV700391,SH100353,1,L-232,L-234,VIN161,D3041,2025-08-18 20:57,2025-08-18 20:24,283.73,DONE
MV700392,SH100354,1,L-245,L-220,VIN164,D3010,2025-01-15 20:28,2025-01-15 09:34,159.58,DONE
MV700393,SH100354,2,L-220,L-214,VIN147,D3072,2025-01-16 12:38,2025-01-16 14:24,304.24,DONE
MV700394,SH100355,1,L-202,L-256,VIN212,D3058,2025-07-17 14:07,2025-07-17 09:24,243.30,DONE
MV700395,SH100356,1,L-219,L-202,VIN205,D3075,2025-01-28 12:19,2025-01-29 15:18,130.04,DONE
MV700396,SH100357,1,L-242,L-247,VIN120,D3046,2025-11-11 18:20,2025-11-11 10:37,194.17,DONE
MV700397,SH100358,1,L-217,L-205,VIN181,D3061,2026-04-24 17:54,2026-04-24 14:15,327.45,DONE
MV700398,SH100358,2,L-205,L-233,VIN157,D3056,2026-04-25 08:15,2026-04-25 17:43,160.07,DONE
MV700399,SH100359,1,L-257,L-252,VIN164,D3003,2026-01-10 13:31,2026-01-10 06:07,112.38,DONE
MV700400,SH100360,1,L-216,L-239,VIN119,D3093,2025-07-31 10:52,2025-07-31 07:33,182.55,DONE
MV700401,SH100361,1,L-209,L-226,VIN199,D3030,2026-05-04 06:44,2026-05-04 15:39,390.53,DONE
MV700402,SH100361,2,L-226,L-215,VIN126,D3070,2026-05-05 07:08,2026-05-06 12:18,315.93,DONE
MV700403,SH100361,3,L-215,L-212,VIN154,D3055,2026-05-05 16:40,,98.75,ABORTED
MV700404,SH100362,1,L-238,L-209,VIN190,D3109,2025-09-05 10:28,2025-09-05 06:19,288.28,DONE
MV700405,SH100363,1,L-247,L-260,VIN112,D3071,2026-02-01 13:37,,45.57,PLANNED
MV700406,SH100364,1,L-225,L-201,VIN174,D3066,2026-01-16 11:14,2026-01-17 13:57,268.94,DONE
MV700407,SH100365,1,L-222,L-235,VIN195,D3112,2025-11-21 18:24,2025-11-21 17:12,227.57,DONE
MV700408,SH100365,2,L-235,L-214,VIN202,D3022,2025-11-22 17:17,2025-11-22 21:18,161.53,DONE
MV700409,SH100366,1,L-259,L-229,VIN208,D3101,2025-08-27 18:36,2025-08-27 21:19,347.87,DONE
MV700410,SH100368,1,L-244,L-259,VIN168,D3028,2026-04-08 13:57,2026-04-08 20:56,45.58,DONE
MV700411,SH100369,1,L-245,L-214,VIN159,D3087,2026-05-16 09:21,2026-05-16 14:30,206.76,DONE
MV700412,SH100370,1,L-227,L-231,VIN100,D3015,2026-03-14 10:12,2026-03-15 20:04,386.05,DONE
MV700413,SH100370,2,L-231,L-216,VIN106,D3038,2026-03-15 12:24,2026-03-15 07:00,191.42,DONE
MV700414,SH100370,3,L-216,L-203,VIN185,D3025,2026-03-16 08:08,2026-03-17 16:13,292.25,DONE
MV700415,SH100371,1,L-225,L-236,VIN106,D3069,2025-04-24 16:48,2025-04-25 11:26,191.29,DONE
MV700416,SH100371,2,L-236,L-218,VIN204,D3067,2025-04-25 21:53,2025-04-25 15:08,246.76,DONE
MV700417,SH100372,1,L-252,L-255,VIN159,D3081,2025-11-30 17:22,2025-11-30 10:13,251.68,DONE
MV700418,SH100374,1,L-204,L-240,VIN195,D3061,2025-11-15 07:17,2025-11-15 14:22,220.04,DONE
MV700419,SH100374,2,L-240,L-226,VIN121,D3083,2025-11-16 11:34,2025-11-16 16:36,185.29,DONE
MV700420,SH100375,1,L-225,L-241,VIN121,D3048,2025-07-27 09:32,2025-07-27 09:24,204.89,DONE
MV700421,SH100376,1,L-209,L-218,VIN157,D3000,2025-07-06 10:01,2025-07-06 17:45,355.39,DONE
MV700422,SH100377,1,L-217,L-255,VIN139,D3097,2025-04-18 17:01,2025-04-19 16:06,66.85,DONE
MV700423,SH100377,2,L-255,L-210,VIN218,D3019,2025-04-19 09:39,2025-04-20 16:00,383.62,DONE
MV700424,SH100377,3,L-210,L-257,VIN216,D3035,2025-04-19 10:27,2025-04-19 06:59,28.69,DONE
MV700425,SH100378,1,L-237,L-257,VIN205,D3002,2025-02-01 08:29,2025-02-01 12:23,316.07,DONE
MV700426,SH100380,1,L-250,L-240,VIN199,D3068,2026-01-04 19:55,2026-01-05 17:33,198.29,DONE
MV700427,SH100382,1,L-220,L-241,VIN167,D3082,2025-07-25 20:36,2025-07-26 08:24,39.80,DONE
MV700428,SH100383,1,L-236,L-206,VIN163,D3100,2025-08-04 12:57,2025-08-05 08:54,316.31,DONE
MV700429,SH100383,2,L-206,L-217,VIN162,D3051,2025-08-05 21:58,2025-08-06 06:36,88.35,DONE
MV700430,SH100384,1,L-201,L-241,VIN163,D3084,2025-07-09 07:12,2025-07-10 10:05,126.87,DONE
MV700431,SH100385,1,L-237,L-242,VIN105,D3069,2025-08-27 07:02,2025-08-27 11:07,160.15,DONE
MV700432,SH100386,1,L-203,L-225,VIN158,D3119,2026-01-15 12:45,,69.99,ABORTED
MV700433,SH100387,1,L-215,L-255,VIN205,D3002,2026-05-06 09:03,2026-05-06 15:40,326.21,DONE
MV700434,SH100388,1,L-233,L-207,VIN152,D3083,2025-10-17 12:03,2025-10-18 07:01,119.80,DONE
MV700435,SH100389,1,L-230,L-216,VIN181,D3058,2025-10-05 13:20,2025-10-05 07:22,290.76,DONE
MV700436,SH100389,2,L-216,L-215,VIN102,D3028,2025-10-06 21:01,2025-10-06 18:14,393.45,DONE
MV700437,SH100390,1,L-203,L-238,VIN178,D3119,2025-05-01 20:02,2025-05-02 06:25,219.02,DONE
MV700438,SH100391,1,L-227,L-256,VIN193,D3006,2025-09-29 14:22,2025-09-29 15:55,225.55,DONE
MV700439,SH100391,2,L-256,L-225,VIN193,D3062,2025-09-30 21:14,2025-10-01 16:46,133.28,DONE
MV700440,SH100392,1,L-253,L-225,VIN198,D3013,2025-08-16 15:54,2025-08-16 16:41,352.00,DONE
MV700441,SH100392,2,L-225,L-251,VIN160,D3076,2025-08-17 18:30,2025-08-17 14:37,48.00,DONE
MV700442,SH100393,1,L-219,L-246,VIN100,D3116,2025-03-22 12:18,2025-03-23 09:48,211.09,DONE
MV700443,SH100395,1,L-216,L-222,VIN150,D3041,2026-02-20 13:02,2026-02-20 21:02,72.92,DONE
MV700444,SH100396,1,L-211,L-201,VIN121,D3054,2025-11-23 15:35,2025-11-24 20:42,354.08,DONE
MV700445,SH100397,1,L-206,L-206,VIN207,D3077,2026-02-11 09:54,2026-02-12 07:30,67.44,DONE
MV700446,SH100397,2,L-206,L-255,VIN209,D3024,2026-02-12 10:49,2026-02-12 20:58,97.74,DONE
MV700447,SH100397,3,L-255,L-207,VIN164,D3013,2026-02-12 15:37,2026-02-12 09:44,155.33,DONE
MV700448,SH100398,1,L-256,L-217,VIN198,D3057,2025-07-13 06:49,,65.18,ABORTED
MV700449,SH100399,1,L-225,L-260,VIN138,D3040,2025-06-11 15:46,2025-06-11 21:37,373.08,DONE
MV700450,SH100400,1,L-232,L-246,VIN157,D3001,2025-10-17 10:06,2025-10-18 20:04,170.91,DONE
MV700451,SH100400,2,L-246,L-216,VIN161,D3082,2025-10-18 18:35,2025-10-19 13:01,34.55,DONE
MV700452,SH100400,3,L-216,L-226,VIN158,D3005,2025-10-19 13:26,2025-10-19 06:38,90.00,DONE
MV700453,SH100401,1,L-211,L-224,VIN104,D3037,2025-12-09 17:33,2025-12-09 11:07,286.67,DONE
MV700454,SH100402,1,L-250,L-221,VIN210,D3080,2025-09-28 16:54,,338.26,PLANNED
MV700455,SH100403,1,L-241,L-245,VIN100,D3021,2026-01-06 08:36,2026-01-07 10:12,325.88,DONE
MV700456,SH100403,2,L-245,L-218,VIN178,D3003,2026-01-06 12:37,2026-01-06 08:14,125.73,DONE
MV700457,SH100404,1,L-203,L-207,VIN121,D3007,2026-01-16 06:17,2026-01-16 17:34,317.36,DONE
MV700458,SH100405,1,L-257,L-201,VIN197,D3084,2025-04-13 10:31,2025-04-13 11:51,76.66,DONE
MV700459,SH100406,1,L-260,L-260,VIN209,D3077,2025-12-10 19:35,2025-12-10 21:51,200.97,DONE
MV700460,SH100406,2,L-260,L-233,VIN163,D3025,2025-12-11 10:01,2025-12-11 19:00,96.06,DONE
MV700461,SH100407,1,L-256,L-202,VIN130,D3025,2025-01-23 14:16,2025-01-23 19:12,38.65,DONE
MV700462,SH100408,1,L-204,L-240,VIN185,D3017,2025-01-20 20:20,,65.68,ABORTED
MV700463,SH100409,1,L-218,L-260,VIN159,D3117,2025-05-03 21:56,2025-05-04 06:50,155.09,DONE
MV700464,SH100410,1,L-212,L-204,VIN204,D3025,2025-01-28 20:22,2025-01-28 15:56,285.87,DONE
MV700465,SH100411,1,L-213,L-214,VIN164,D3039,2025-06-02 19:49,2025-06-02 14:25,299.35,DONE
MV700466,SH100412,1,L-226,L-232,VIN182,D3060,2025-05-29 20:58,2025-05-29 08:18,313.49,DONE
MV700467,SH100413,1,L-244,L-208,VIN178,D3037,2025-03-12 13:45,2025-03-13 12:20,94.97,DONE
MV700468,SH100414,1,L-239,L-205,VIN216,D3061,2025-02-12 16:50,2025-02-13 11:48,52.54,DONE
MV700469,SH100414,2,L-205,L-206,VIN111,D3071,2025-02-13 15:10,2025-02-14 16:50,233.36,DONE
MV700470,SH100414,3,L-206,L-243,VIN168,D3092,2025-02-14 14:38,,296.59,ABORTED
MV700471,SH100415,1,L-243,L-236,VIN210,D3112,2026-05-17 06:39,,404.88,PLANNED
MV700472,SH100416,1,L-237,L-243,VIN105,D3000,2025-09-02 21:39,2025-09-03 15:12,144.82,DONE
MV700473,SH100417,1,L-248,L-215,VIN188,D3007,2025-01-31 14:04,2025-02-01 10:28,263.23,DONE
MV700474,SH100418,1,L-220,L-225,VIN185,D3023,2025-04-10 17:26,2025-04-10 10:01,370.30,DONE
MV700475,SH100419,1,L-228,L-255,VIN168,D3096,2025-10-23 06:51,2025-10-24 19:18,91.19,DONE
MV700476,SH100420,1,L-227,L-240,VIN214,D3055,2025-10-28 15:45,2025-10-29 18:28,107.18,DONE
