Id,Date,cust_ref,svc,carrier_cd,orig,dest,START,END,wgt,wgt_uom,pieces,Amount,ccy,Status
SH100179,2025-10-17,P-1009,SVC3,DNUB,L-255,L-247,2025-10-19 20:01,2025-10-23 15:06,856.2,KG,8,381.79,GBP,DELIVERED
SH100180,2025-11-01,P-1131,SVC1,FNCH,L-243,L-238,2025-11-01 21:58,2025-11-02 21:51,326.6,KG,16,239.92,GBP,DELIVERED
SH100181,2025-04-01,P-1009,SVC3,BLTC,L-235,L-252,2025-04-03 08:40,2025-04-12 19:49,142.6,KG,7,73.68,EUR,DELIVERED
SH100182,2025-01-25,P-1027,SVC3,BLTC,L-242,L-222,2025-01-26 14:44,2025-01-27 11:29,899.6,KG,15,391.23,GBP,DELIVERED
SH100183,2025-02-07,P-1105,SVC3,BLTC,L-221,L-248,2025-02-10 19:37,2025-02-11 06:06,167.0,KG,25,110.08,GBP,DELIVERED
SH100184,2025-05-29,P-1137,SVC4,CDRX,L-231,L-214,2025-05-30 15:53,2025-06-10 14:00,238.2,KG,22,141.59,GBP,DELIVERED
SH100185,2025-12-28,P-1158,SVC4,BLTC,L-251,L-235,2025-12-30 07:26,2026-01-04 07:20,572.3,KG,10,257.57,GBP,DELIVERED
SH100186,2026-04-10,P-1101,SVC6,EGRT,L-256,L-251,2026-04-10 15:35,2026-04-13 10:17,1108.9,KG,19,495.15,EUR,DELIVERED
SH100187,2025-10-10,P-1002,SVC6,DNUB,L-201,L-231,2025-10-12 07:41,2025-10-13 15:11,877.3,LB,26,185.67,GBP,DELIVERED
SH100188,2025-02-21,P-1112,SVC3,BLTC,L-239,L-248,2025-02-23 06:23,2025-03-04 17:28,295.9,KG,8,160.78,GBP,DELIVERED
SH100189,2025-05-10,P-1086,SVC4,ARRW,L-215,L-217,,,428.7,KG,16,196.82,GBP,CANCELLED
SH100190,2026-04-06,P-1066,SVC1,DNUB,L-209,L-215,2026-04-07 13:02,2026-04-09 21:59,306.3,KG,26,237.18,GBP,DELIVERED
SH100191,2025-04-17,P-1084,SVC3,FNCH,L-213,L-239,,,1332.3,KG,20,581.79,GBP,CANCELLED
SH100192,2025-09-24,P-1122,SVC5,DNUB,L-241,L-231,2025-09-27 13:59,2025-09-28 13:22,321.9,KG,3,152.43,GBP,DELIVERED
SH100193,2026-03-27,P-1197,SVC2,ARRW,L-234,L-251,,,417.7,KG,11,321.81,GBP,BOOKED
SH100194,2026-02-04,P-1177,SVC4,EGRT,L-211,L-243,2026-02-04 15:39,,1171.1,KG,25,534.63,GBP,IN_TRANSIT
SH100195,2026-04-07,P-1053,SVC4,GRYP,L-247,L-212,,,417.0,KG,5,193.06,GBP,BOOKED
SH100196,2025-09-07,P-1091,SVC3,BLTC,L-252,L-215,2025-09-07 10:37,2025-09-08 06:39,715.8,KG,24,329.36,EUR,DELIVERED
SH100197,2025-08-02,P-1139,SVC4,CDRX,L-247,L-208,2025-08-04 16:13,2025-08-07 21:44,1366.6,LB,25,287.23,EUR,DELIVERED
SH100198,2025-05-16,P-1211,SVC2,DNUB,L-217,L-236,2025-05-17 12:19,,1132.4,KG,25,783.28,GBP,IN_TRANSIT
SH100199,2025-04-30,P-1231,SVC4,EGRT,L-213,L-218,2025-04-30 10:13,2025-05-05 06:35,1122.2,LB,23,239.03,GBP,DELIVERED
SH100200,2026-04-13,P-1020,SVC2,ARRW,L-210,L-253,2026-04-13 19:45,2026-04-15 10:36,224.2,KG,25,167.81,EUR,DELIVERED
SH100201,2025-07-15,P-1063,SVC3,ARRW,L-219,L-204,2025-07-18 12:39,2025-07-22 12:26,836.6,LB,8,194.95,GBP,DELIVERED
SH100202,2025-05-08,P-1165,SVC2,CDRX,L-237,L-249,2025-05-09 09:10,2025-05-10 16:17,1121.0,LB,1,362.14,GBP,DELIVERED
SH100203,2026-02-04,P-1226,SVC3,GRYP,L-209,L-204,2026-02-07 10:09,2026-02-08 17:34,1297.0,KG,3,569.05,GBP,DELIVERED
SH100204,2025-08-22,P-1174,SVC5,CDRX,L-250,L-212,2025-08-24 12:30,2025-08-29 15:43,935.8,LB,9,197.50,GBP,DELIVERED
SH100205,2025-06-04,P-1191,SVC1,FNCH,L-206,L-226,2025-06-07 20:39,2025-06-13 10:25,1185.0,KG,2,835.27,GBP,DELIVERED
SH100206,2025-08-30,P-1156,SVC2,EGRT,L-248,L-251,2025-09-02 13:16,,791.2,LB,9,280.87,GBP,IN_TRANSIT
SH100207,2025-07-12,P-1237,SVC3,FNCH,L-246,L-254,2025-07-15 17:57,2025-07-19 06:17,725.3,KG,5,321.35,GBP,DELIVERED
SH100208,2025-10-27,P-1047,SVC4,CDRX,L-256,L-230,2025-10-30 09:42,2025-11-06 07:48,1070.6,LB,21,226.17,GBP,DELIVERED
SH100209,2025-10-13,P-1009,SVC1,GRYP,L-228,L-240,2025-10-15 14:32,2025-10-16 15:48,753.4,KG,14,519.66,GBP,DELIVERED
SH100210,2026-04-19,P-1046,SVC1,BLTC,L-203,L-217,,,846.1,LB,11,278.48,GBP,CANCELLED
SH100211,2025-09-07,P-1048,SVC1,DNUB,L-245,L-224,2025-09-10 07:12,2025-09-11 10:56,805.2,KG,23,564.79,GBP,DELIVERED
SH100212,2025-09-24,P-1056,SVC1,GRYP,L-215,L-239,2025-09-26 16:10,2025-09-27 10:00,8.7,KG,21,20.77,GBP,DELIVERED
SH100213,2026-03-24,P-1135,SVC3,EGRT,L-260,L-253,2026-03-27 21:08,2026-04-05 20:36,512.1,LB,24,118.00,GBP,DELIVERED
SH100214,2025-06-12,P-1198,SVC3,FNCH,L-245,L-207,2025-06-13 14:48,2025-06-16 20:01,545.9,KG,11,257.35,GBP,DELIVERED
SH100215,2025-01-15,P-1213,SVC5,CDRX,L-216,L-258,2025-01-18 16:46,2025-01-22 08:48,1016.9,KG,4,458.41,GBP,DELIVERED
SH100216,2025-06-06,P-1235,SVC3,GRYP,L-245,L-260,2025-06-06 14:16,2025-06-11 07:24,1079.9,KG,14,488.22,GBP,DELIVERED
SH100217,2025-01-28,P-1164,SVC2,GRYP,L-247,L-250,2025-01-28 10:41,2025-01-29 08:32,854.7,KG,3,593.17,GBP,DELIVERED
SH100218,2025-06-13,P-1115,SVC3,CDRX,L-248,L-250,2025-06-14 18:42,,1395.5,KG,5,618.98,GBP,IN_TRANSIT
SH100219,2025-01-19,P-1215,SVC4,GRYP,L-205,L-250,2025-01-22 16:52,2025-01-25 11:52,62.1,KG,11,43.51,GBP,DELIVERED
SH100220,2025-03-28,P-1225,SVC2,FNCH,L-213,L-251,2025-03-30 09:23,2025-03-31 12:28,370.5,KG,15,288.90,GBP,DELIVERED
SH100221,2025-09-29,P-1197,SVC3,ARRW,L-222,L-201,2025-10-02 15:21,,27.1,KG,11,29.23,GBP,IN_TRANSIT
SH100222,2025-08-17,P-1095,SVC2,EGRT,L-213,L-247,2025-08-17 17:31,2025-08-24 16:24,172.7,KG,2,142.54,GBP,DELIVERED
SH100223,2025-11-04,P-1198,SVC5,ARRW,L-226,L-251,2025-11-07 15:24,2025-11-09 17:04,896.6,KG,6,402.42,GBP,DELIVERED
SH100224,2026-03-06,P-1027,SVC2,ARRW,L-245,L-201,2026-03-08 14:53,,1007.3,KG,19,706.87,GBP,IN_TRANSIT
SH100225,2025-12-20,P-1173,SVC4,BLTC,L-234,L-244,2025-12-20 15:12,2025-12-27 08:26,1056.2,KG,9,484.84,GBP,DELIVERED
SH100226,2025-05-22,P-1002,SVC2,BLTC,L-205,L-204,2025-05-23 18:42,2025-05-25 08:03,1176.2,KG,20,819.54,GBP,DELIVERED
SH100227,2025-05-15,P-1129,SVC3,CDRX,L-239,L-219,2025-05-16 21:02,2025-05-22 08:11,385.0,KG,11,186.84,GBP,DELIVERED
SH100228,2025-12-05,P-1024,SVC2,DNUB,L-251,L-230,2025-12-05 15:42,2025-12-06 09:55,324.6,KG,14,248.28,GBP,DELIVERED
SH100229,2025-02-13,P-1084,SVC5,DNUB,L-224,L-207,2025-02-15 15:44,2025-02-18 12:32,1030.7,LB,23,217.15,GBP,DELIVERED
SH100230,2025-10-31,P-1068,SVC3,DNUB,L-254,L-258,2025-10-31 19:29,2025-11-04 11:06,1194.7,KG,21,524.40,EUR,DELIVERED
SH100231,2025-07-25,P-1155,SVC2,FNCH,L-235,L-208,2025-07-27 21:36,2025-07-28 21:35,97.2,KG,17,88.60,GBP,DELIVERED
SH100232,2025-08-25,P-1233,SVC2,DNUB,L-237,L-213,2025-08-26 13:18,2025-08-27 21:59,1259.3,KG,4,873.51,GBP,DELIVERED
SH100233,2025-05-04,P-1021,SVC4,CDRX,L-228,L-203,2025-05-06 17:29,2025-05-16 20:18,828.5,LB,25,196.26,GBP,DELIVERED
SH100234,2025-07-24,P-1210,SVC5,GRYP,L-212,L-229,2025-07-27 21:31,2025-07-31 12:31,582.1,KG,21,277.71,GBP,DELIVERED
SH100235,2026-05-10,P-1156,SVC2,CDRX,L-206,L-259,2026-05-12 21:14,2026-05-13 20:04,1372.5,KG,19,952.64,GBP,DELIVERED
SH100236,2025-06-13,P-1045,SVC3,FNCH,L-221,L-232,2025-06-14 16:01,2025-06-21 20:08,1040.6,LB,11,238.77,GBP,DELIVERED
SH100237,2025-10-22,P-1016,SVC2,DNUB,L-220,L-241,2025-10-25 07:50,2025-10-26 17:48,708.4,KG,19,497.10,GBP,DELIVERED
SH100238,2025-05-28,P-1169,SVC2,EGRT,L-255,L-252,2025-05-28 07:40,2025-05-30 11:09,174.4,KG,10,153.66,GBP,DELIVERED
SH100239,2026-01-14,P-1169,SVC4,CDRX,L-225,L-247,2026-01-16 07:38,2026-01-21 15:52,994.9,KG,24,431.48,GBP,DELIVERED
SH100240,2025-07-28,P-1224,SVC5,BLTC,L-217,L-237,2025-07-29 07:56,2025-08-01 19:28,1311.5,KG,4,584.05,EUR,DELIVERED
SH100241,2026-01-08,P-1198,SVC5,EGRT,L-210,L-235,2026-01-10 17:01,2026-01-16 16:39,1082.2,KG,19,468.57,GBP,DELIVERED
SH100242,2026-02-13,P-1122,SVC3,FNCH,L-251,L-257,2026-02-16 12:18,2026-02-18 11:58,409.5,KG,14,185.58,GBP,DELIVERED
SH100243,2026-03-19,P-1180,SVC3,GRYP,L-225,L-224,,,533.9,LB,7,138.94,GBP,BOOKED
SH100244,2026-04-19,P-1066,SVC2,CDRX,L-250,L-221,2026-04-20 12:44,2026-04-22 14:18,956.2,KG,9,675.47,GBP,DELIVERED
SH100245,2025-11-21,P-1013,SVC4,FNCH,L-221,L-252,2025-11-23 16:31,2025-11-27 14:55,847.9,KG,11,369.98,GBP,DELIVERED
SH100246,2026-03-29,P-1154,SVC4,ARRW,L-228,L-239,2026-03-31 17:36,2026-04-04 15:59,377.4,LB,11,102.65,GBP,DELIVERED
SH100247,2025-03-01,P-1095,SVC4,DNUB,L-230,L-236,,,700.5,KG,14,327.69,GBP,BOOKED
SH100248,2026-01-29,P-1018,SVC3,ARRW,L-233,L-201,2026-01-31 18:06,2026-02-04 13:32,176.1,LB,1,60.77,GBP,DELIVERED
SH100249,2025-01-15,P-1177,SVC4,CDRX,L-213,L-252,,,251.6,KG,12,139.19,EUR,CANCELLED
SH100250,2025-03-24,P-1149,SVC3,CDRX,L-202,L-231,2025-03-26 21:21,2025-03-27 12:52,1123.9,KG,18,499.02,GBP,DELIVERED
SH100251,2025-04-05,P-1052,SVC5,EGRT,L-256,L-258,2025-04-08 13:48,,201.1,KG,20,126.26,GBP,IN_TRANSIT
SH100252,2026-05-17,P-1018,SVC2,CDRX,L-242,L-226,2026-05-19 09:30,,627.9,KG,17,451.87,EUR,IN_TRANSIT
SH100253,2026-04-23,P-1104,SVC3,EGRT,L-217,L-219,2026-04-24 07:18,2026-04-28 18:20,204.7,KG,10,109.50,EUR,DELIVERED
SH100254,2025-06-03,P-1184,SVC1,EGRT,L-225,L-216,2025-06-06 11:34,2025-06-07 16:33,711.8,KG,26,504.39,GBP,DELIVERED
SH100255,2025-08-21,P-1086,SVC4,ARRW,L-239,L-209,2025-08-23 09:41,2025-08-27 13:52,1076.8,KG,23,478.28,GBP,DELIVERED
SH100256,2026-05-07,P-1184,SVC4,EGRT,L-207,L-201,2026-05-07 14:51,,692.5,KG,18,318.63,GBP,IN_TRANSIT
SH100257,2025-11-13,P-1200,SVC2,DNUB,L-222,L-219,2025-11-14 21:38,2025-11-16 19:37,993.1,KG,22,706.68,GBP,DELIVERED
SH100258,2026-04-21,P-1042,SVC3,CDRX,L-215,L-227,2026-04-23 07:08,2026-04-25 14:11,1155.0,LB,16,244.28,GBP,DELIVERED
SH100259,2026-01-01,P-1100,SVC3,FNCH,L-241,L-214,2026-01-02 17:27,2026-01-03 17:01,328.9,KG,13,176.63,EUR,DELIVERED
SH100260,2026-01-13,P-1206,SVC3,EGRT,L-253,L-248,2026-01-16 08:13,2026-01-19 21:12,483.7,LB,24,121.74,GBP,DELIVERED
SH100261,2025-10-31,P-1151,SVC2,CDRX,L-227,L-231,2025-11-03 13:25,2025-11-05 14:01,393.4,KG,11,279.53,GBP,DELIVERED
SH100262,2026-03-29,P-1040,SVC3,GRYP,L-251,L-239,2026-03-30 20:28,2026-04-01 19:19,197.9,KG,25,98.86,EUR,DELIVERED
SH100263,2026-02-14,P-1202,SVC3,BLTC,L-214,L-204,2026-02-17 21:08,2026-02-21 12:09,436.4,KG,10,199.53,GBP,DELIVERED
SH100264,2025-11-30,P-1147,SVC2,DNUB,L-242,L-226,2025-12-01 12:26,2025-12-02 17:27,839.0,LB,22,288.67,GBP,DELIVERED
SH100265,2026-04-14,P-1070,SVC5,FNCH,L-212,L-227,2026-04-14 07:33,2026-04-15 09:50,519.4,KG,15,234.54,EUR,DELIVERED
SH100266,2025-07-31,P-1121,SVC3,GRYP,L-249,L-243,2025-08-02 19:26,2025-08-07 08:24,1040.2,KG,14,456.97,GBP,DELIVERED
SH100267,2025-04-11,P-1198,SVC3,ARRW,L-222,L-213,2025-04-14 09:40,2025-04-15 21:25,1314.1,LB,26,284.95,EUR,DELIVERED
SH100268,2025-01-14,P-1215,SVC6,EGRT,L-256,L-210,2025-01-17 13:56,2025-01-18 19:08,653.1,KG,6,296.04,GBP,DELIVERED
SH100269,2025-04-29,P-1096,SVC5,DNUB,L-217,L-213,2025-05-02 16:34,2025-05-05 08:19,548.6,KG,24,256.78,GBP,DELIVERED
SH100270,2025-02-07,P-1146,SVC4,CDRX,L-208,L-231,2025-02-07 21:39,2025-02-12 15:09,1378.5,KG,9,602.41,GBP,DELIVERED
SH100271,2025-12-09,P-1170,SVC3,GRYP,L-243,L-255,2025-12-12 08:09,2025-12-15 20:44,1342.6,LB,11,280.41,GBP,DELIVERED
SH100272,2026-04-09,P-1210,SVC2,FNCH,L-215,L-203,2026-04-12 09:10,2026-04-13 09:03,42.9,KG,12,42.01,GBP,DELIVERED
SH100273,2026-03-03,P-1146,SVC3,DNUB,L-228,L-242,2026-03-04 09:18,2026-03-05 16:53,535.6,LB,18,124.36,GBP,DELIVERED
SH100274,2025-12-19,P-1225,SVC4,EGRT,L-225,L-208,2025-12-21 15:49,2025-12-24 11:53,1094.8,LB,1,234.00,GBP,DELIVERED
SH100275,2025-02-08,P-1186,SVC4,GRYP,L-240,L-219,2025-02-10 19:04,2025-02-17 20:13,889.9,KG,2,403.90,GBP,DELIVERED
SH100276,2025-09-25,P-1213,SVC5,FNCH,L-249,L-210,2025-09-27 11:16,2025-09-30 09:30,648.7,KG,21,308.68,GBP,DELIVERED
SH100277,2025-03-13,P-1090,SVC2,DNUB,L-221,L-214,2025-03-13 09:21,2025-03-15 09:55,1339.8,LB,26,440.41,EUR,DELIVERED
SH100278,2025-04-01,P-1126,SVC3,FNCH,L-232,L-259,2025-04-01 10:29,,1063.7,KG,12,482.42,GBP,IN_TRANSIT
SH100279,2025-08-12,P-1204,SVC2,EGRT,L-225,L-251,2025-08-13 13:59,2025-08-15 06:23,725.2,KG,16,509.50,EUR,DELIVERED
SH100280,2025-02-07,P-1058,SVC4,BLTC,L-212,L-207,2025-02-08 10:26,2025-02-20 06:05,782.9,KG,15,351.59,EUR,DELIVERED
SH100281,2025-06-01,P-1187,SVC5,BLTC,L-243,L-211,2025-06-03 15:02,2025-06-04 21:49,1360.9,KG,5,594.34,GBP,DELIVERED
SH100282,2025-12-06,P-1035,SVC5,ARRW,L-203,L-233,2025-12-08 17:46,2025-12-13 07:01,189.6,KG,26,114.10,EUR,DELIVERED
SH100283,2025-07-16,P-1203,SVC1,CDRX,L-211,L-201,2025-07-19 07:57,2025-07-20 19:08,1319.7,LB,8,441.99,GBP,DELIVERED
SH100284,2025-12-31,P-1019,SVC4,EGRT,L-208,L-256,,,224.1,KG,20,113.68,EUR,BOOKED
SH100285,2025-03-20,P-1234,SVC5,GRYP,L-243,L-226,2025-03-23 16:18,2025-03-24 18:30,1172.9,LB,25,263.83,EUR,DELIVERED
SH100286,2025-01-12,P-1009,SVC2,BLTC,L-231,L-235,2025-01-12 13:13,2025-01-13 15:56,80.7,LB,5,45.47,GBP,DELIVERED
SH100287,2025-12-25,P-1184,SVC2,FNCH,L-253,L-236,2025-12-28 06:35,2025-12-29 15:00,1262.1,KG,8,891.00,GBP,DELIVERED
SH100288,2026-01-05,P-1139,SVC4,DNUB,L-219,L-260,2026-01-07 07:22,2026-01-08 16:17,1323.5,KG,12,573.97,GBP,DELIVERED
SH100289,2025-06-02,P-1077,SVC4,GRYP,L-233,L-250,,,544.5,KG,26,257.78,GBP,BOOKED
SH100290,2025-07-04,P-1181,SVC3,FNCH,L-209,L-207,2025-07-05 09:45,2025-07-08 13:16,1357.5,KG,15,587.37,GBP,DELIVERED
SH100291,2026-04-10,P-1168,SVC3,EGRT,L-226,L-230,2026-04-11 19:06,2026-04-15 15:46,1206.8,KG,11,533.22,GBP,DELIVERED
SH100292,2025-06-28,P-1161,SVC3,EGRT,L-244,L-258,2025-06-29 17:36,2025-07-03 06:38,59.2,KG,8,49.96,GBP,DELIVERED
SH100293,2025-11-16,P-1027,SVC3,BLTC,L-255,L-253,2025-11-19 08:20,2025-11-21 08:58,1354.8,KG,6,597.80,GBP,DELIVERED
SH100294,2026-01-13,P-1099,SVC2,DNUB,L-214,L-235,2026-01-16 20:31,2026-01-18 07:57,1235.4,KG,7,850.71,GBP,DELIVERED
SH100295,2025-01-20,P-1086,SVC2,ARRW,L-226,L-252,2025-01-23 06:25,2025-01-26 12:53,1102.9,KG,16,754.51,GBP,DELIVERED
SH100296,2025-04-04,P-1140,SVC4,CDRX,L-254,L-209,2025-04-06 06:47,2025-04-12 17:15,53.6,KG,2,59.08,GBP,DELIVERED
SH100297,2025-08-24,P-1158,SVC5,ARRW,L-257,L-256,2025-08-24 07:43,2025-08-31 21:48,769.9,LB,14,178.80,GBP,DELIVERED
SH100298,2025-05-25,P-1146,SVC2,CDRX,L-241,L-220,2025-05-27 13:58,2025-05-28 09:05,382.8,KG,10,277.71,GBP,DELIVERED
SH100299,2025-05-16,P-1080,SVC3,EGRT,L-256,L-211,2025-05-18 18:04,2025-05-20 14:24,873.1,KG,19,406.83,GBP,DELIVERED
SH100300,2025-07-23,P-1006,SVC2,CDRX,L-238,L-243,2025-07-25 20:29,2025-08-01 09:04,819.8,KG,15,566.46,GBP,DELIVERED
SH100301,2025-06-19,P-1143,SVC3,BLTC,L-247,L-242,2025-06-21 18:23,2025-06-22 17:39,787.7,KG,12,362.42,GBP,DELIVERED
SH100302,2025-09-11,P-1233,SVC3,ARRW,L-214,L-207,2025-09-11 20:30,2025-09-19 20:33,964.1,KG,19,436.80,GBP,DELIVERED
SH100303,2026-01-16,P-1225,SVC3,EGRT,L-236,L-213,2026-01-16 13:05,2026-01-22 21:21,603.2,KG,26,272.49,EUR,DELIVERED
SH100304,2026-02-19,P-1037,SVC5,DNUB,L-230,L-211,,,117.3,LB,9,55.19,GBP,BOOKED
SH100305,2025-02-19,P-1164,SVC1,DNUB,L-238,L-206,2025-02-21 18:20,2025-02-22 15:07,411.9,LB,9,143.83,GBP,DELIVERED
SH100306,2026-02-17,P-1113,SVC1,ARRW,L-253,L-203,2026-02-19 09:56,2026-02-21 20:20,124.9,KG,18,119.77,GBP,DELIVERED
SH100307,2025-09-05,P-1121,SVC6,DNUB,L-260,L-219,2025-09-08 18:47,2025-09-09 14:03,804.1,LB,24,168.68,GBP,DELIVERED
SH100308,2025-11-16,P-1059,SVC1,ARRW,L-254,L-202,2025-11-19 14:48,2025-11-20 18:36,1016.5,KG,15,720.22,GBP,DELIVERED
SH100309,2025-12-02,P-1111,SVC6,BLTC,L-240,L-213,2025-12-03 14:55,2025-12-05 21:13,128.4,KG,8,78.84,GBP,DELIVERED
SH100310,2026-04-30,P-1183,SVC3,ARRW,L-216,L-230,2026-04-30 21:28,2026-05-03 20:56,1352.0,KG,15,586.46,GBP,DELIVERED
SH100311,2025-01-15,P-1213,SVC6,GRYP,L-220,L-242,2025-01-16 17:51,2025-01-17 20:18,454.5,KG,5,221.91,GBP,DELIVERED
SH100312,2025-04-04,P-1200,SVC2,BLTC,L-245,L-201,2025-04-07 18:40,2025-04-08 07:45,624.4,KG,6,446.24,GBP,DELIVERED
SH100313,2026-04-24,P-1037,SVC4,BLTC,L-231,L-237,2026-04-26 15:10,,1235.0,KG,3,535.76,GBP,IN_TRANSIT
SH100314,2025-02-09,P-1175,SVC1,CDRX,L-215,L-255,2025-02-10 19:14,2025-02-11 14:45,974.4,KG,24,687.60,GBP,DELIVERED
SH100315,2025-08-27,P-1196,SVC2,CDRX,L-256,L-228,2025-08-27 07:50,2025-08-29 17:32,893.1,KG,9,623.76,GBP,DELIVERED
SH100316,2026-03-24,P-1172,SVC3,DNUB,L-237,L-244,2026-03-27 12:39,2026-03-28 10:40,1022.3,KG,11,448.68,GBP,DELIVERED
SH100317,2026-05-02,P-1187,SVC3,FNCH,L-210,L-241,2026-05-04 07:00,2026-05-08 15:02,1005.2,KG,3,438.30,GBP,DELIVERED
SH100318,2025-04-22,P-1170,SVC2,BLTC,L-218,L-238,2025-04-23 14:57,2025-04-25 13:09,700.5,LB,9,251.76,GBP,DELIVERED
SH100319,2025-11-11,P-1001,SVC4,CDRX,L-232,L-230,2025-11-13 14:10,2025-11-25 09:39,813.3,KG,19,371.63,EUR,DELIVERED
SH100320,2025-03-27,P-1166,SVC1,ARRW,L-234,L-257,2025-03-27 08:37,2025-03-28 07:46,1064.3,LB,10,362.46,GBP,DELIVERED
SH100321,2025-11-26,P-1190,SVC4,BLTC,L-214,L-216,2025-11-29 11:17,2025-12-02 10:31,1194.1,KG,20,521.80,EUR,DELIVERED
SH100322,2026-04-18,P-1151,SVC5,BLTC,L-201,L-217,2026-04-21 07:32,2026-04-22 14:33,143.0,LB,12,52.66,GBP,DELIVERED
SH100323,2025-06-09,P-1047,SVC3,ARRW,L-236,L-203,,,228.3,KG,11,114.97,GBP,BOOKED
SH100324,2026-02-20,P-1141,SVC2,GRYP,L-218,L-260,2026-02-22 11:57,2026-02-24 11:10,1224.2,KG,26,856.48,EUR,DELIVERED
SH100325,2025-08-21,P-1130,SVC3,EGRT,L-245,L-228,2025-08-21 12:33,2025-08-24 10:19,265.1,KG,7,126.39,GBP,DELIVERED
SH100326,2026-04-26,P-1002,SVC1,CDRX,L-204,L-205,,,207.7,LB,24,86.73,GBP,BOOKED
SH100327,2026-03-26,P-1025,SVC2,ARRW,L-216,L-243,2026-03-29 14:13,2026-03-31 14:02,887.5,LB,22,290.09,GBP,DELIVERED
SH100328,2025-05-25,P-1068,SVC6,ARRW,L-248,L-240,2025-05-27 10:58,2025-05-30 09:29,1062.2,LB,20,226.55,GBP,DELIVERED
SH100329,2025-04-27,P-1052,SVC3,DNUB,L-219,L-206,2025-04-29 12:51,2025-05-02 14:27,1044.6,LB,24,220.32,EUR,DELIVERED
SH100330,2025-01-11,P-1204,SVC1,BLTC,L-235,L-258,2025-01-11 07:28,2025-01-12 09:09,463.3,KG,25,346.92,GBP,DELIVERED
SH100331,2025-11-25,P-1188,SVC4,FNCH,L-259,L-224,2025-11-27 07:28,2025-11-28 20:31,866.1,LB,23,183.07,GBP,DELIVERED
SH100332,2026-01-10,P-1121,SVC4,ARRW,L-222,L-216,2026-01-13 17:12,2026-01-19 21:26,198.3,KG,1,111.00,GBP,DELIVERED
SH100333,2025-11-02,P-1114,SVC4,CDRX,L-243,L-230,2025-11-04 10:11,,776.9,KG,1,343.70,GBP,IN_TRANSIT
SH100334,2026-03-12,P-1177,SVC4,DNUB,L-240,L-236,2026-03-14 13:18,2026-03-21 18:54,82.1,LB,17,37.28,EUR,DELIVERED
SH100335,2025-10-07,P-1013,SVC2,CDRX,L-234,L-216,2025-10-08 06:19,2025-10-10 07:38,860.6,LB,3,299.18,GBP,DELIVERED
SH100336,2025-01-04,P-1148,SVC4,ARRW,L-238,L-203,2025-01-06 21:54,2025-01-09 11:31,57.8,KG,22,61.23,EUR,DELIVERED
SH100337,2025-06-01,P-1141,SVC6,BLTC,L-258,L-235,,,840.1,KG,9,388.08,GBP,BOOKED
SH100338,2026-02-27,P-1186,SVC1,FNCH,L-247,L-216,2026-03-02 10:22,2026-03-03 21:57,258.0,LB,8,112.68,EUR,DELIVERED
SH100339,2025-03-11,P-1211,SVC3,BLTC,L-242,L-205,2025-03-13 21:06,2025-03-16 08:22,1080.6,KG,12,491.31,GBP,DELIVERED
SH100340,2025-10-20,P-1129,SVC1,CDRX,L-245,L-257,2025-10-20 17:02,2025-10-25 13:57,574.2,KG,12,406.42,GBP,DELIVERED
SH100341,2025-10-15,P-1219,SVC4,FNCH,L-245,L-230,,,1356.2,KG,26,588.66,GBP,CANCELLED
SH100342,2025-09-15,P-1025,SVC3,ARRW,L-253,L-207,2025-09-17 07:41,2025-09-21 18:03,716.3,KG,20,337.34,GBP,DELIVERED
SH100343,2025-09-30,P-1138,SVC3,CDRX,L-214,L-211,2025-10-02 16:33,2025-10-03 11:52,385.1,KG,3,185.94,GBP,DELIVERED
SH100344,2025-12-09,P-1179,SVC3,CDRX,L-238,L-232,2025-12-12 10:01,2025-12-14 18:57,112.7,LB,3,34.67,GBP,DELIVERED
SH100345,2026-04-30,P-1182,SVC5,BLTC,L-249,L-243,2026-05-03 11:10,2026-05-11 14:19,231.8,LB,19,72.20,GBP,DELIVERED
SH100346,2025-06-11,P-1147,SVC5,DNUB,L-230,L-225,2025-06-11 13:19,2025-06-13 15:29,712.0,KG,26,338.43,EUR,DELIVERED
SH100347,2025-04-28,P-1111,SVC1,ARRW,L-244,L-220,2025-04-28 11:57,2025-04-29 07:49,1303.8,KG,9,899.26,GBP,DELIVERED
SH100348,2026-03-05,P-1031,SVC5,CDRX,L-212,L-219,2026-03-05 08:56,2026-03-07 20:52,1085.3,KG,15,488.52,GBP,DELIVERED
SH100349,2025-12-12,P-1202,SVC1,DNUB,L-242,L-228,2025-12-14 09:42,2025-12-15 08:41,638.2,LB,1,230.41,EUR,DELIVERED
SH100350,2026-03-06,P-1173,SVC1,GRYP,L-226,L-203,2026-03-06 13:22,2026-03-07 18:37,424.3,KG,6,325.86,GBP,DELIVERED
SH100351,2025-07-25,P-1177,SVC3,GRYP,L-244,L-219,2025-07-25 14:34,2025-07-27 17:54,202.1,KG,10,99.54,GBP,DELIVERED
SH100352,2026-02-23,P-1219,SVC3,FNCH,L-249,L-228,,,786.6,KG,4,350.55,GBP,BOOKED
SH100353,2025-08-16,P-1022,SVC6,DNUB,L-232,L-234,2025-08-18 09:53,2025-08-21 20:41,33.9,LB,16,31.03,GBP,DELIVERED
SH100354,2025-01-12,P-1128,SVC2,BLTC,L-245,L-214,2025-01-15 17:09,2025-01-22 07:44,303.8,LB,24,132.00,GBP,DELIVERED
